state,code,btu_2019,2020_btu,2021
MT,SOTXB,227,306,387
MT,TEACB,116278,116896,119158
MT,TEAPB,108.7,107.5,107.7
MT,TECCB,87017,82449,83848
MT,TECPB,81.3,75.8,75.8
MT,TEEIB,276441,224048,241160
MT,TEICB,136943,130204,129514
MT,TEIPB,128,119.8,117.1
MT,TERCB,105744,100456,101782
MT,TERPB,98.8,92.4,92
MT,TETCB,444389,428108,433522
MT,TETGR,9.48,9.16,8.85
MT,TETPB,415.3,393.8,391.9
MT,TETXB,445982,430006,434303
MT,TNACB,116278,116896,119158
MT,TNCCB,51300,49219,48971
MT,TNICB,100499,98391,97552
MT,TNRCB,67490,62437,62261
MT,TNTXB,335567,326943,327943
MT,TPOPP,1070,1087,1106
MT,UOICB,1547,2273,590
MT,USICB,0,0,0
MT,WDCCB,2030,2076,2199
MT,WDEIB,0,0,0
MT,WDGBP,3,3,3
MT,WDICB,1680,1705,1711
MT,WDRCB,14062,11603,12260
MT,WDTCB,17772,15384,16171
MT,WSCCB,0,0,0
MT,WSEIB,0,112,115
MT,WSGBP,0,2,2
MT,WSICB,393,381,212
MT,WSTCB,393,493,326
MT,WWCCB,2030,2076,2199
MT,WWEIB,0,112,115
MT,WWICB,2073,2086,1923
MT,WWTCB,18165,15878,16497
MT,WWTXB,18165,15765,16383
MT,WXICB,0,0,0
MT,WYCCB,0,0,0
MT,WYEGB,21120,26815,30712
MT,WYGBP,791,873,1113
MT,WYICB,0,0,0
MT,WYTCB,21120,26815,30712
MT,WYTXB,0,0,0
MT,ZWCDP,150,205,348
MT,ZWHDP,9279,8282,8189
NC,ABICB,0,0,0
NC,ARICB,29013,21622,25615
NC,ARTCB,29013,21622,25615
NC,ARTXB,29013,21622,25615
NC,AVACB,546,515,592
NC,AVTCB,546,515,592
NC,AVTXB,546,515,592
NC,B1ACB,0,0,0
NC,B1TCB,0,0,0
NC,BDACB,2064,2251,1881
NC,BDLCB,3,2,2
NC,BDTCB,2064,2251,1881
NC,BFLCB,3,2,2
NC,BFTCB,41607,37385,41117
NC,BMTCB,145756,141691,137451
NC,BQICB,0,0,0
NC,BQTCB,0,0,0
NC,BTGBP,1,10,22
NC,BYICB,0,0,0
NC,BYTCB,0,0,0
NC,CLACB,0,0,0
NC,CLCCB,1492,1259,1173
NC,CLEIB,306912,213293,211225
NC,CLGBP,10389,9936,9259
NC,CLICB,9750,9354,10104
NC,CLKCB,0,0,0
NC,CLOCB,9750,9354,10104
NC,CLRCB,0,0,0
NC,CLTCB,318154,223906,222501
NC,CLTXB,11242,10613,11277
NC,COICB,0,0,0
NC,DFACB,165837,164469,163669
NC,DFCCB,7541,6685,7130
NC,DFEIB,1984,1330,2065
NC,DFICB,22212,19734,21231
NC,DFRCB,4053,3600,5472
NC,DFTCB,201628,195819,199568
NC,DFTXB,199644,194488,197503
NC,DKEIB,1984,1330,2065
NC,DMTCB,195308,189008,196613
NC,ELEXB,0,0,0
NC,ELGBP,34860,35141,35020
NC,ELIMB,0,0,0
NC,ELISB,146893,143645,144199
NC,ELNIB,0,0,0
NC,EMACB,38252,33841,37928
NC,EMCCB,834,834,852
NC,EMICB,454,456,453
NC,EMLCB,0,0,0
NC,EMTCB,39541,35132,39233
NC,EQICB,0,0,0
NC,EQTCB,0,0,0
NC,ESACB,64,55,48
NC,ESCCB,167778,156628,162803
NC,ESICB,93458,88126,92292
NC,ESRCB,204218,200085,207841
NC,ESTCB,465518,444894,462985
NC,ESTXB,465518,444894,462985
NC,EYICB,0,0,0
NC,EYTCB,0,0,0
NC,FFGBP,22316,21995,21318
NC,FFTCB,1793403,1589171,1744745
NC,FNICB,0,0,0
NC,FOICB,0,0,0
NC,FSICB,0,0,0
NC,GDPRV,594521,598915.9,662120.8
NC,GDPRX,512835,506658,541934
NC,GECCB,0,0,0
NC,GEEGB,0,0,0
NC,GEGBP,0,0,0
NC,GEICB,0,0,0
NC,GERCB,967,967,967
NC,GETCB,967,967,967
NC,GETXB,967,967,967
NC,HLACB,132,166,131
NC,HLCCB,6886,9036,9131
NC,HLICB,8642,9229,9503
NC,HLRCB,17644,15634,15567
NC,HLTCB,33304,34065,34333
NC,HLTXB,33304,34065,34333
NC,HPGBP,86,86,86
NC,HVGBP,2004,2009,2006
NC,HYCCB,125,132,124
NC,HYEGB,54922,69631,51284
NC,HYICB,0,0,0
NC,HYTCB,55047,69763,51408
NC,HYTXB,125,132,124
NC,IQICB,0,0,0
NC,IQTCB,0,0,0
NC,IYICB,0,0,0
NC,IYTCB,0,0,0
NC,JFACB,93087,65902,82032
NC,JFTCB,93087,65902,82032
NC,JFTXB,93087,65902,82032
NC,KSCCB,36,32,49
NC,KSICB,5,8,14
NC,KSRCB,846,862,832
NC,KSTCB,887,902,895
NC,KSTXB,887,902,895
NC,LOACB,121,103,91
NC,LOCCB,319280,293033,307478
NC,LOICB,177849,164874,174308
NC,LORCB,388623,374336,392539
NC,LOTCB,885873,832346,874417
NC,LOTXB,885873,832346,874417
NC,LUACB,3778,3431,3509
NC,LUICB,3248,2984,3394
NC,LUTCB,7027,6415,6903
NC,LUTXB,7027,6415,6903
NC,MBICB,0,0,0
NC,MGACB,559983,497484,551186
NC,MGCCB,12216,12267,12385
NC,MGICB,6650,6707,6581
NC,MGTCB,578848,516458,570152
NC,MGTXB,578848,516458,570152
NC,MMTCB,539308,481326,530919
NC,MSICB,2322,2199,2201
NC,NAICB,0,0,0
NC,NGACB,4351,4982,4932
NC,NGCCB,59111,53900,58641
NC,NGEIB,313003,313394,373097
NC,NGGBP,11425,11558,11558
NC,NGICB,122857,119142,126374
NC,NGRCB,70083,66153,74510
NC,NGTCB,569405,557570,637553
NC,NGTPB,54.2,53.4,60.3
NC,NGTXB,256401,244177,264456
NC,NNTCB,569405,557570,637553
NC,NUEGB,437683,442166,450408
NC,NUETB,437683,442166,450408
NC,NUGBP,5150,5150,5150
NC,OHICB,0,0,0
NC,OJGBP,0,0,0
NC,OMTCB,6752,6198,6103
NC,OPACB,0,0,1083
NC,OPICB,6752,6198,6103
NC,OPTCB,6752,6198,7187
NC,OPTXB,6752,6198,7187
NC,OTGBP,54,54,54
NC,P1ICB,39018,30813,35126
NC,P1TCB,44224,35652,41191
NC,P1TXB,44224,35652,41191
NC,PAACB,823630,731973,802412
NC,PACCB,26679,28020,28699
NC,PAEIB,1984,1330,2065
NC,PAGBP,502,502,502
NC,PAICB,76870,68219,72916
NC,PARCB,22543,20096,21871
NC,PATCB,951705,849639,927962
NC,PATPB,90.6,81.3,87.8
NC,PATXB,949721,848308,925897
NC,PCCCB,0,0,0
NC,PCEIB,0,0,0
NC,PCICB,0,0,0
NC,PCTCB,0,0,0
NC,PCTXB,0,0,0
NC,PLICB,0,0,0
NC,PMTCB,905845,807695,884691
NC,PPICB,0,0,0
NC,PPTCB,0,0,0
NC,PQACB,132,166,131
NC,PQCCB,6886,9036,9131
NC,PQICB,8642,9229,9503
NC,PQRCB,17644,15634,15567
NC,PQTCB,33304,34065,34333
NC,PQTXB,33304,34065,34333
NC,PYICB,0,0,0
NC,PYTCB,0,0,0
NC,REACB,40316,36092,39810
NC,RECCB,4758,4914,5066
NC,REEIB,144917,163411,156408
NC,REGBP,7254,7847,8391
NC,REICB,74041,78045,75221
NC,RERCB,11408,10711,11707
NC,RETCB,275441,293174,288212
NC,RFACB,267,6,210
NC,RFCCB,0,0,3
NC,RFEIB,0,0,0
NC,RFICB,348,1736,474
NC,RFTCB,615,1742,686
NC,RFTXB,615,1742,686
NC,SFCCB,0,0,0
NC,SFEIB,0,0,0
NC,SFINB,0,0,0
NC,SFRCB,0,0,0
NC,SFTCB,0,0,0
NC,SGICB,0,0,0
NC,SNICB,3937,3564,3344
NC,SOCCB,2072,2033,2244
NC,SOEGB,65335,71652,88536
NC,SOGBP,4478,5022,5733
NC,SOICB,65,125,129
NC,SORCB,1543,2153,2924
NC,SOTCB,69015,75963,93833
NC,SOTXB,3680,4311,5297
NC,TEACB,828166,737113,807483
NC,TEAPB,78.9,70.5,76.4
NC,TECCB,578263,536920,563007
NC,TECPB,55.1,51.4,53.3
NC,TEEIB,1204499,1133595,1193203
NC,TEICB,554370,527303,550762
NC,TEIPB,52.8,50.5,52.1
NC,TERCB,696875,671381,708467
NC,TERPB,66.4,64.3,67.1
NC,TETCB,2653419,2468156,2627564
NC,TETGR,5.17,4.87,4.85
NC,TETPB,252.7,236.2,248.7
NC,TETXB,2657674,2472717,2629721
NC,TNACB,828044,737010,807392
NC,TNCCB,258983,243887,255529
NC,TNICB,376521,362429,376454
NC,TNRCB,308252,297045,315928
NC,TNTXB,1771800,1640371,1755304
NC,TPOPP,10501,10449,10566
NC,UOICB,0,0,0
NC,USICB,0,0,0
NC,WDCCB,1284,1358,1402
NC,WDEIB,11805,9791,4743
NC,WDGBP,465,510,367
NC,WDICB,71728,75758,72952
NC,WDRCB,8898,7591,7816
NC,WDTCB,93715,94497,86912
NC,WSCCB,442,557,444
NC,WSEIB,8200,7547,7293
NC,WSGBP,99,98,77
NC,WSICB,1791,1704,1685
NC,WSTCB,10433,9808,9422
NC,WWCCB,1727,1915,1846
NC,WWEIB,20005,17338,12036
NC,WWICB,73519,77462,74637
NC,WWTCB,104148,104305,96334
NC,WWTXB,84143,86967,84299
NC,WXICB,493,435,558
NC,WYCCB,0,0,0
NC,WYEGB,4655,4789,4552
NC,WYGBP,208,208,208
NC,WYICB,0,0,0
NC,WYTCB,4655,4789,4552
NC,WYTXB,0,0,0
NC,ZWCDP,1804,1462,1485
NC,ZWHDP,3064,2906,3108
ND,ABICB,-6,-3,-3
ND,ARICB,4923,5614,5726
ND,ARTCB,4923,5614,5726
ND,ARTXB,4923,5614,5726
ND,AVACB,241,224,239
ND,AVTCB,241,224,239
ND,AVTXB,241,224,239
ND,B1ACB,0,0,0
ND,B1TCB,0,0,0
ND,BDACB,2057,2335,2021
ND,BDLCB,132,147,134
ND,BDTCB,2057,2335,2021
ND,BFLCB,27608,27226,27422
ND,BFTCB,33501,32979,33011
ND,BMTCB,35354,34757,34845
ND,BQICB,0,0,0
ND,BQTCB,0,0,0
ND,BTGBP,0,0,0
ND,BYICB,0,0,0
ND,BYTCB,0,0,0
ND,CLACB,0,0,0
ND,CLCCB,934,541,301
ND,CLEIB,287210,277057,276862
ND,CLGBP,3949,3949,4019
ND,CLICB,83874,85658,84648
ND,CLKCB,0,0,0
ND,CLOCB,83874,85658,84648
ND,CLRCB,0,0,0
ND,CLTCB,372018,363255,361811
ND,CLTXB,84807,86199,84948
ND,COICB,0,0,0
ND,DFACB,57536,49045,45565
ND,DFCCB,1336,1398,3269
ND,DFEIB,392,354,390
ND,DFICB,44210,37101,42029
ND,DFRCB,818,862,840
ND,DFTCB,104292,88761,92092
ND,DFTXB,103900,88407,91702
ND,DKEIB,392,354,390
ND,DMTCB,102171,86804,91307
ND,ELEXB,3243,1566,6318
ND,ELGBP,8655,9187,9503
ND,ELIMB,4471,28779,10176
ND,ELISB,-199502,-254936,-207606
ND,ELNIB,1228,27213,3858
ND,EMACB,3669,3250,3407
ND,EMCCB,38,38,38
ND,EMICB,130,131,124
ND,EMLCB,27475,27079,27288
ND,EMTCB,3836,3418,3568
ND,EQICB,0,0,0
ND,EQTCB,0,0,0
ND,ESACB,0,0,0
ND,ESCCB,24004,22661,23230
ND,ESICB,32069,34568,38100
ND,ESRCB,17488,17219,16679
ND,ESTCB,73560,74448,78009
ND,ESTXB,73560,74448,78009
ND,EYICB,0,0,0
ND,EYTCB,0,0,0
ND,FFGBP,4601,4634,4651
ND,FFTCB,717785,677188,722161
ND,FNICB,0,0,0
ND,FOICB,0,0,0
ND,FSICB,0,0,0
ND,GDPRV,59199.2,54422.9,63559.6
ND,GDPRX,56385,53654,53804
ND,GECCB,445,445,445
ND,GEEGB,0,0,0
ND,GEGBP,0,0,0
ND,GEICB,0,0,0
ND,GERCB,533,533,533
ND,GETCB,978,978,978
ND,GETXB,978,978,978
ND,HLACB,36,40,25
ND,HLCCB,2171,4393,2332
ND,HLICB,4612,2924,2675
ND,HLRCB,8217,4593,6220
ND,HLTCB,15036,11950,11252
ND,HLTXB,15036,11950,11252
ND,HPGBP,0,0,0
ND,HVGBP,510,510,510
ND,HYCCB,0,0,0
ND,HYEGB,28293,21483,17591
ND,HYICB,0,0,0
ND,HYTCB,28293,21483,17591
ND,HYTXB,0,0,0
ND,IQICB,0,0,0
ND,IQTCB,0,0,0
ND,IYICB,0,0,0
ND,IYTCB,0,0,0
ND,JFACB,4402,4456,4569
ND,JFTCB,4402,4456,4569
ND,JFTXB,4402,4456,4569
ND,KSCCB,2,1,3
ND,KSICB,1,1,1
ND,KSRCB,7,9,7
ND,KSTCB,11,10,11
ND,KSTXB,11,10,11
ND,LOACB,0,0,0
ND,LOCCB,51771,40086,47795
ND,LOICB,69165,61147,78388
ND,LORCB,37718,30459,34317
ND,LOTCB,158654,131693,160499
ND,LOTXB,158654,131693,160499
ND,LUACB,705,596,571
ND,LUICB,1534,1372,1267
ND,LUTCB,2239,1969,1838
ND,LUTXB,2239,1969,1838
ND,MBICB,0,0,0
ND,MGACB,50662,44717,47191
ND,MGCCB,519,520,524
ND,MGICB,1790,1796,1718
ND,MGTCB,52971,47032,49433
ND,MGTXB,52971,47032,49433
ND,MMTCB,49135,43614,45864
ND,MSICB,0,0,0
ND,NAICB,0,0,0
ND,NGACB,32186,29423,37953
ND,NGCCB,17047,15609,14828
ND,NGEIB,15819,16515,16405
ND,NGGBP,581,614,561
ND,NGICB,83458,81381,115186
ND,NGRCB,14476,12824,11939
ND,NGTCB,162985,155752,196311
ND,NGTPB,213.4,199.8,252.3
ND,NGTXB,147166,139237,179906
ND,NNTCB,157419,150166,190784
ND,NUEGB,0,0,0
ND,NUETB,0,0,0
ND,NUGBP,0,0,0
ND,OHICB,0,0,0
ND,OJGBP,8,8,8
ND,OMTCB,8008,6858,6220
ND,OPACB,0,0,1163
ND,OPICB,8008,6858,6220
ND,OPTCB,8008,6858,7383
ND,OPTXB,8008,6858,7383
ND,OTGBP,5,5,5
ND,P1ICB,16648,16114,15754
ND,P1TCB,17604,16944,17737
ND,P1TXB,17604,16944,17737
ND,PAACB,113583,99078,99324
ND,PACCB,4028,6311,6128
ND,PAEIB,392,354,390
ND,PAGBP,63,63,63
ND,PAICB,67260,57934,62175
ND,PARCB,9042,5464,7067
ND,PATCB,194306,169143,175082
ND,PATPB,254.4,217,225.1
ND,PATXB,193914,168788,174693
ND,PCCCB,0,0,0
ND,PCEIB,0,0,0
ND,PCICB,2182,2270,2540
ND,PCTCB,2182,2270,2540
ND,PCTXB,2182,2270,2540
ND,PLICB,0,0,0
ND,PMTCB,188349,163767,169566
ND,PPICB,0,0,0
ND,PPTCB,0,0,0
ND,PQACB,36,40,25
ND,PQCCB,2171,4393,2332
ND,PQICB,4612,2924,2675
ND,PQRCB,8217,4593,6220
ND,PQTCB,15036,11950,11252
ND,PQTXB,15036,11950,11252
ND,PYICB,0,0,0
ND,PYTCB,0,0,0
ND,REACB,5726,5585,5427
ND,RECCB,568,581,584
ND,REEIB,128077,141007,149675
ND,REGBP,4048,4548,4847
ND,REICB,28929,28529,28770
ND,RERCB,1118,1055,1059
ND,RETCB,164419,176757,185516
ND,RFACB,0,0,0
ND,RFCCB,0,0,0
ND,RFEIB,0,0,0
ND,RFICB,0,0,0
ND,RFTCB,0,0,0
ND,RFTXB,0,0,0
ND,SFCCB,1089,1011,972
ND,SFEIB,1010,1070,1075
ND,SFINB,2543,2673,2698
ND,SFRCB,925,831,782
ND,SFTCB,5566,5586,5527
ND,SGICB,7361,6042,6023
ND,SNICB,0,0,0
ND,SOCCB,3,3,6
ND,SOEGB,0,0,0
ND,SOGBP,0,0,0
ND,SOICB,0,0,0
ND,SORCB,8,8,9
ND,SOTCB,11,11,15
ND,SOTXB,11,11,15
ND,TEACB,145769,128501,137277
ND,TEAPB,190.9,164.8,176.5
ND,TECCB,97225,84741,91855
ND,TECPB,127.3,108.7,118.1
ND,TEEIB,431716,461077,446115
ND,TEICB,362083,346414,404445
ND,TEIPB,474.1,444.4,519.9
ND,TERCB,78917,66190,70278
ND,TERPB,103.3,84.9,90.3
ND,TETCB,683930,626222,703928
ND,TETGR,12.13,11.67,13.08
ND,TETPB,895.5,803.3,904.9
ND,TETXB,683994,625846,703855
ND,TNACB,145769,128501,137277
ND,TNCCB,45454,44654,44061
ND,TNICB,292918,285266,326057
ND,TNRCB,41199,35731,35962
ND,TNTXB,525341,494153,543356
ND,TPOPP,764,780,778
ND,UOICB,652,819,200
ND,USICB,0,0,0
ND,WDCCB,83,92,93
ND,WDEIB,0,0,0
ND,WDGBP,0,0,0
ND,WDICB,178,178,178
ND,WDRCB,578,513,517
ND,WDTCB,839,783,787
ND,WSCCB,0,0,0
ND,WSEIB,0,0,0
ND,WSGBP,10,10,10
ND,WSICB,1014,995,1046
ND,WSTCB,1014,995,1046
ND,WWCCB,83,92,93
ND,WWEIB,0,0,0
ND,WWICB,1192,1173,1224
ND,WWTCB,1853,1778,1833
ND,WWTXB,1853,1778,1833
ND,WXICB,0,0,0
ND,WYCCB,0,3,3
ND,WYEGB,99785,119525,132084
ND,WYGBP,3529,4028,4327
ND,WYICB,0,0,0
ND,WYTCB,99785,119528,132087
ND,WYTXB,0,3,3
ND,ZWCDP,392,535,695
ND,ZWHDP,10218,8876,8384
NE,ABICB,0,0,0
NE,ARICB,5123,6252,6178
NE,ARTCB,5123,6252,6178
NE,ARTXB,5123,6252,6178
NE,AVACB,187,179,175
NE,AVTCB,187,179,175
NE,AVTXB,187,179,175
NE,B1ACB,0,0,0
NE,B1TCB,0,0,0
NE,BDACB,2322,2987,2495
NE,BDLCB,43,0,0
NE,BDTCB,2322,2987,2495
NE,BFLCB,111028,94519,106145
NE,BFTCB,120629,104149,115801
NE,BMTCB,126124,108866,120634
NE,BQICB,0,0,0
NE,BQTCB,0,0,0
NE,BTGBP,0,0,3
NE,BYICB,0,0,0
NE,BYTCB,0,0,0
NE,CLACB,0,0,0
NE,CLCCB,0,0,0
NE,CLEIB,222894,198587,199298
NE,CLGBP,3867,3867,3867
NE,CLICB,17520,15160,17001
NE,CLKCB,0,0,0
NE,CLOCB,17520,15160,17001
NE,CLRCB,0,0,0
NE,CLTCB,240414,213747,216298
NE,CLTXB,17520,15160,17001
NE,COICB,0,0,0
NE,DFACB,88410,83008,84425
NE,DFCCB,2440,2165,1690
NE,DFEIB,239,217,782
NE,DFICB,26586,28104,26699
NE,DFRCB,70,64,94
NE,DFTCB,117746,113558,113690
NE,DFTXB,117507,113341,112908
NE,DKEIB,239,217,782
NE,DMTCB,114398,110156,112177
NE,ELEXB,0,0,0
NE,ELGBP,9466,9846,10256
NE,ELIMB,0,0,0
NE,ELISB,-51998,-38662,-36162
NE,ELNIB,0,0,0
NE,EMACB,6945,6306,6825
NE,EMCCB,123,123,126
NE,EMICB,211,213,211
NE,EMLCB,110985,94519,106145
NE,EMTCB,7279,6643,7162
NE,EQICB,0,0,0
NE,EQTCB,0,0,0
NE,ESACB,0,0,0
NE,ESCCB,32266,31016,31597
NE,ESICB,36231,39464,42952
NE,ESRCB,35171,35877,35800
NE,ESTCB,103667,106357,110348
NE,ESTXB,103667,106357,110348
NE,EYICB,0,0,0
NE,EYTCB,0,0,0
NE,FFGBP,6196,6178,6200
NE,FFTCB,681972,634648,644849
NE,FNICB,0,0,0
NE,FOICB,0,0,0
NE,FSICB,0,0,0
NE,GDPRV,131866.9,134580.8,146285.4
NE,GDPRX,118604,118142,122136
NE,GECCB,720,720,720
NE,GEEGB,0,0,0
NE,GEGBP,0,0,0
NE,GEICB,0,0,0
NE,GERCB,492,492,492
NE,GETCB,1212,1212,1212
NE,GETXB,1212,1212,1212
NE,HLACB,177,18,330
NE,HLCCB,988,1728,1365
NE,HLICB,2355,2129,2007
NE,HLRCB,7815,6469,6192
NE,HLTCB,11335,10343,9894
NE,HLTXB,11335,10343,9894
NE,HPGBP,0,0,0
NE,HVGBP,280,280,280
NE,HYCCB,0,0,0
NE,HYEGB,11927,12187,9933
NE,HYICB,0,0,0
NE,HYTCB,11927,12187,9933
NE,HYTXB,0,0,0
NE,IQICB,0,0,0
NE,IQTCB,0,0,0
NE,IYICB,0,0,0
NE,IYTCB,0,0,0
NE,JFACB,6581,4917,6057
NE,JFTCB,6581,4917,6057
NE,JFTXB,6581,4917,6057
NE,KSCCB,2,3,1
NE,KSICB,3,3,2
NE,KSRCB,4,2,3
NE,KSTCB,9,7,7
NE,KSTXB,9,7,7
NE,LOACB,0,0,0
NE,LOCCB,71630,65161,66892
NE,LOICB,80431,82910,90931
NE,LORCB,78078,75373,75791
NE,LOTCB,230139,223444,233614
NE,LOTXB,230139,223444,233614
NE,LUACB,1187,1088,1118
NE,LUICB,572,562,643
NE,LUTCB,1759,1650,1761
NE,LUTXB,1759,1650,1761
NE,MBICB,0,0,0
NE,MGACB,104683,95321,102473
NE,MGCCB,1849,1863,1894
NE,MGICB,3183,3224,3164
NE,MGTCB,109714,100409,107531
NE,MGTXB,109714,100409,107531
NE,MMTCB,102435,93766,100369
NE,MSICB,842,797,798
NE,NAICB,0,0,0
NE,NGACB,7595,6720,4419
NE,NGCCB,37854,33715,33824
NE,NGEIB,12934,11575,12002
NE,NGGBP,2008,1959,1924
NE,NGICB,96020,101299,102488
NE,NGRCB,44541,39475,38665
NE,NGTCB,198943,192783,191397
NE,NGTPB,102.9,98.2,97.5
NE,NGTXB,186009,181208,179396
NE,NNTCB,198771,192725,191008
NE,NUEGB,72589,64646,71875
NE,NUETB,72589,64646,71875
NE,NUGBP,770,770,770
NE,OHICB,0,0,0
NE,OJGBP,0,0,0
NE,OMTCB,939,884,899
NE,OPACB,0,0,1436
NE,OPICB,939,884,899
NE,OPTCB,939,884,2335
NE,OPTXB,939,884,2335
NE,OTGBP,0,0,0
NE,P1ICB,6637,7701,7722
NE,P1TCB,8017,8973,10456
NE,P1TXB,8017,8973,10456
NE,PAACB,201225,184532,196014
NE,PACCB,5300,5779,4974
NE,PAEIB,239,217,782
NE,PAGBP,321,352,409
NE,PAICB,38760,41158,39592
NE,PARCB,7890,6535,6290
NE,PATCB,253415,238220,247653
NE,PATPB,131.1,121.4,126.1
NE,PATXB,253176,238003,246871
NE,PCCCB,0,0,0
NE,PCEIB,0,0,0
NE,PCICB,0,0,0
NE,PCTCB,0,0,0
NE,PCTXB,0,0,0
NE,PLICB,0,0,0
NE,PMTCB,242788,228175,237542
NE,PPICB,0,0,0
NE,PPTCB,0,0,0
NE,PQACB,177,18,330
NE,PQCCB,988,1728,1365
NE,PQICB,2355,2129,2007
NE,PQRCB,7815,6469,6192
NE,PQTCB,11335,10343,9894
NE,PQTXB,11335,10343,9894
NE,PYICB,0,0,0
NE,PYTCB,0,0,0
NE,REACB,9268,9293,9320
NE,RECCB,1508,1453,1508
NE,REEIB,77161,93442,96192
NE,REGBP,2500,2899,3283
NE,REICB,112255,95843,107502
NE,RERCB,3688,2825,2876
NE,RETCB,203880,202857,217397
NE,RFACB,0,0,0
NE,RFCCB,21,19,24
NE,RFEIB,0,0,0
NE,RFICB,0,0,0
NE,RFTCB,21,19,24
NE,RFTXB,21,19,24
NE,SFCCB,34,10,70
NE,SFEIB,12,4,25
NE,SFINB,86,31,213
NE,SFRCB,40,12,80
NE,SFTCB,172,58,389
NE,SGICB,0,0,0
NE,SNICB,34,31,29
NE,SOCCB,45,67,68
NE,SOEGB,282,470,535
NE,SOGBP,23,28,32
NE,SOICB,8,9,23
NE,SORCB,110,133,160
NE,SOTCB,445,678,786
NE,SOTXB,163,208,251
NE,TEACB,208820,191251,200433
NE,TEAPB,108.1,97.4,102.1
NE,TECCB,148402,136990,138598
NE,TECPB,76.8,69.8,70.6
NE,TEEIB,385804,368463,380124
NE,TEICB,380919,375589,400041
NE,TEIPB,197.1,191.4,203.7
NE,TERCB,169327,160073,159341
NE,TERPB,87.6,81.6,81.1
NE,TETCB,906442,863488,897959
NE,TETGR,7.64,7.31,7.35
NE,TETPB,469,440,457.3
NE,TETXB,907468,863903,898414
NE,TNACB,208820,191251,200433
NE,TNCCB,76772,71829,71706
NE,TNICB,300488,292679,309110
NE,TNRCB,91249,84700,83551
NE,TNTXB,677329,640459,664800
NE,TPOPP,1933,1963,1964
NE,UOICB,0,0,0
NE,USICB,0,0,0
NE,WDCCB,446,394,399
NE,WDEIB,0,0,0
NE,WDGBP,0,0,0
NE,WDICB,167,167,167
NE,WDRCB,3086,2200,2224
NE,WDTCB,3699,2761,2790
NE,WSCCB,175,149,196
NE,WSEIB,780,871,891
NE,WSGBP,16,16,16
NE,WSICB,841,935,956
NE,WSTCB,1796,1955,2043
NE,WWCCB,620,543,594
NE,WWEIB,780,871,891
NE,WWICB,1008,1102,1123
NE,WWTCB,5495,4717,4833
NE,WWTXB,4715,3845,3941
NE,WXICB,64,56,72
NE,WYCCB,0,0,0
NE,WYEGB,64172,79914,84832
NE,WYGBP,2181,2576,2956
NE,WYICB,0,0,0
NE,WYTCB,64172,79914,84832
NE,WYTXB,0,0,0
NE,ZWCDP,1022,1092,1170
NE,ZWHDP,6870,6052,5830
NH,ABICB,0,0,0
NH,ARICB,2693,3387,3202
NH,ARTCB,2693,3387,3202
NH,ARTXB,2693,3387,3202
NH,AVACB,112,93,101
NH,AVTCB,112,93,101
NH,AVTXB,112,93,101
NH,B1ACB,0,0,0
NH,B1TCB,0,0,0
NH,BDACB,470,513,400
NH,BDLCB,4,4,8
NH,BDTCB,470,513,400
NH,BFLCB,4,4,8
NH,BFTCB,6701,5852,6257
NH,BMTCB,44270,34337,35047
NH,BQICB,0,0,0
NH,BQTCB,0,0,0
NH,BTGBP,0,0,0
NH,BYICB,0,0,0
NH,BYTCB,0,0,0
NH,CLACB,0,0,0
NH,CLCCB,0,0,0
NH,CLEIB,4182,1518,3259
NH,CLGBP,534,534,534
NH,CLICB,0,0,0
NH,CLKCB,0,0,0
NH,CLOCB,0,0,0
NH,CLRCB,0,0,0
NH,CLTCB,4182,1518,3259
NH,CLTXB,0,0,0
NH,COICB,0,0,0
NH,DFACB,13942,14170,15962
NH,DFCCB,5141,4704,4824
NH,DFEIB,71,208,342
NH,DFICB,2186,2231,2046
NH,DFRCB,24547,23307,19284
NH,DFTCB,45888,44621,42459
NH,DFTXB,45816,44412,42117
NH,DKEIB,71,208,342
NH,DMTCB,45417,44101,42194
NH,ELEXB,0,0,0
NH,ELGBP,4497,4478,4463
NH,ELIMB,0,0,0
NH,ELISB,-68533,-50634,-56858
NH,ELNIB,0,0,0
NH,EMACB,6043,5149,5661
NH,EMCCB,117,118,120
NH,EMICB,67,68,67
NH,EMLCB,0,0,0
NH,EMTCB,6227,5335,5848
NH,EQICB,0,0,0
NH,EQTCB,0,0,0
NH,ESACB,0,0,0
NH,ESCCB,14606,13749,14012
NH,ESICB,6565,6392,6581
NH,ESRCB,15377,16345,16486
NH,ESTCB,36548,36486,37079
NH,ESTXB,36548,36486,37079
NH,EYICB,0,0,0
NH,EYTCB,0,0,0
NH,FFGBP,2290,2270,2270
NH,FFTCB,211983,192111,205045
NH,FNICB,0,0,0
NH,FOICB,0,0,0
NH,FSICB,0,0,0
NH,GDPRV,87338.2,88337.7,99673.3
NH,GDPRX,76819,75928,82986
NH,GECCB,0,0,0
NH,GEEGB,0,0,0
NH,GEGBP,0,0,0
NH,GEICB,0,0,0
NH,GERCB,29,29,29
NH,GETCB,29,29,29
NH,GETXB,29,29,29
NH,HLACB,9,17,9
NH,HLCCB,5539,5107,5357
NH,HLICB,392,394,382
NH,HLRCB,10712,9577,9343
NH,HLTCB,16652,15095,15091
NH,HLTXB,16652,15095,15091
NH,HPGBP,0,0,0
NH,HVGBP,504,504,504
NH,HYCCB,0,0,0
