state,code,btu_2019,2020_btu,2021
IA,PQTCB,56279,49286,43905
IA,PQTXB,56279,49286,43905
IA,PYICB,0,0,0
IA,PYTCB,0,0,0
IA,REACB,22742,21060,22104
IA,RECCB,4056,4022,4113
IA,REEIB,242906,310608,340513
IA,REGBP,9964,11512,12084
IA,REICB,242515,215006,226541
IA,RERCB,6673,5646,5926
IA,RETCB,518892,556341,599196
IA,RFACB,0,0,0
IA,RFCCB,0,0,0
IA,RFEIB,0,0,0
IA,RFICB,98,0,93
IA,RFTCB,98,0,93
IA,RFTXB,98,0,93
IA,SFCCB,4557,4469,4562
IA,SFEIB,3775,3917,3845
IA,SFINB,19639,20680,20407
IA,SFRCB,5610,5642,5537
IA,SFTCB,33581,34708,34351
IA,SGICB,0,0,0
IA,SNICB,1148,1039,975
IA,SOCCB,881,1132,1294
IA,SOEGB,137,194,1989
IA,SOGBP,13,18,118
IA,SOICB,46,66,81
IA,SORCB,538,680,845
IA,SOTCB,1603,2071,4209
IA,SOTXB,1466,1877,2220
IA,TEACB,304867,277807,297006
IA,TEAPB,96.5,87.1,92.9
IA,TECCB,199266,181361,185268
IA,TECPB,63.1,56.8,57.9
IA,TEEIB,566975,527911,609242
IA,TEICB,886468,833832,852068
IA,TEIPB,280.6,261.3,266.5
IA,TERCB,246235,233268,231322
IA,TERPB,77.9,73.1,72.3
IA,TETCB,1641392,1530614,1567276
IA,TETGR,9.45,8.95,8.72
IA,TETPB,519.5,479.7,490.1
IA,TETXB,1636837,1526267,1565664
IA,TNACB,304867,277807,297006
IA,TNCCB,119614,109047,107827
IA,TNICB,729625,681384,685467
IA,TNRCB,152443,142501,137820
IA,TNTXB,1306550,1210739,1228120
IA,TPOPP,3160,3191,3198
IA,UOICB,0,0,0
IA,USICB,0,0,0
IA,WDCCB,1475,1399,1293
IA,WDEIB,0,0,0
IA,WDGBP,0,0,0
IA,WDICB,1226,1226,1226
IA,WDRCB,5597,4428,4543
IA,WDTCB,8298,7053,7062
IA,WSCCB,691,480,518
IA,WSEIB,1630,1787,1790
IA,WSGBP,21,21,21
IA,WSICB,9710,9594,9994
IA,WSTCB,12031,11861,12302
IA,WWCCB,2166,1879,1811
IA,WWEIB,1630,1787,1790
IA,WWICB,10937,10820,11221
IA,WWTCB,20330,18914,19364
IA,WWTXB,18699,17127,17575
IA,WXICB,125,110,141
IA,WYCCB,35,37,30
IA,WYEGB,234053,299639,328067
IA,WYGBP,9784,11323,11740
IA,WYICB,0,0,0
IA,WYTCB,234088,299676,328097
IA,WYTXB,35,37,30
IA,ZWCDP,830,879,977
IA,ZWHDP,7351,6586,6353
ID,ABICB,0,0,0
ID,ARICB,5344,5471,5870
ID,ARTCB,5344,5471,5870
ID,ARTXB,5344,5471,5870
ID,AVACB,270,264,263
ID,AVTCB,270,264,263
ID,AVTXB,270,264,263
ID,B1ACB,0,0,0
ID,B1TCB,0,0,0
ID,BDACB,890,845,522
ID,BDLCB,0,0,0
ID,BDTCB,890,845,522
ID,BFLCB,3478,804,531
ID,BFTCB,11335,8428,7885
ID,BMTCB,49046,42189,43091
ID,BQICB,0,0,0
ID,BQTCB,0,0,0
ID,BTGBP,0,0,0
ID,BYICB,0,0,0
ID,BYTCB,0,0,0
ID,CLACB,0,0,0
ID,CLCCB,0,0,0
ID,CLEIB,0,0,0
ID,CLGBP,9,5,5
ID,CLICB,2364,2663,3051
ID,CLKCB,0,0,0
ID,CLOCB,2364,2663,3051
ID,CLRCB,0,0,0
ID,CLTCB,2364,2663,3051
ID,CLTXB,2364,2663,3051
ID,COICB,0,0,0
ID,DFACB,60699,56774,60328
ID,DFCCB,3037,3216,2217
ID,DFEIB,0,0,0
ID,DFICB,10062,12094,12076
ID,DFRCB,392,507,701
ID,DFTCB,74192,72591,75323
ID,DFTXB,74191,72590,75322
ID,DKEIB,0,0,0
ID,DMTCB,71879,70252,74235
ID,ELEXB,0,0,0
ID,ELGBP,5212,5213,5076
ID,ELIMB,0,0,0
ID,ELISB,74302,83075,100153
ID,ELNIB,0,0,0
ID,EMACB,6639,6443,6514
ID,EMCCB,120,122,118
ID,EMICB,209,213,201
ID,EMLCB,3478,804,531
ID,EMTCB,6968,6779,6832
ID,EQICB,0,0,0
ID,EQTCB,0,0,0
ID,ESACB,0,0,0
ID,ESCCB,21976,21529,22520
ID,ESICB,30188,31324,32020
ID,ESRCB,29674,30608,31734
ID,ESTCB,81838,83462,86275
ID,ESTXB,81838,83462,86275
ID,EYICB,0,0,0
ID,EYTCB,0,0,0
ID,FFGBP,1122,1122,1128
ID,FFTCB,318899,307830,326941
ID,FNICB,0,0,0
ID,FOICB,0,0,0
ID,FSICB,0,0,0
ID,GDPRV,82847.2,85927.8,96282.8
ID,GDPRX,74163,75146,80094
ID,GECCB,613,613,613
ID,GEEGB,851,794,822
ID,GEGBP,10,10,10
ID,GEICB,758,758,758
ID,GERCB,131,131,131
ID,GETCB,2353,2296,2324
ID,GETXB,1502,1502,1502
ID,HLACB,10,18,5
ID,HLCCB,1504,2042,1588
ID,HLICB,541,822,539
ID,HLRCB,5317,4288,4937
ID,HLTCB,7371,7170,7068
ID,HLTXB,7371,7170,7068
ID,HPGBP,0,0,0
ID,HVGBP,2764,2767,2624
ID,HYCCB,0,0,0
ID,HYEGB,91955,83358,70710
ID,HYICB,0,0,0
ID,HYTCB,91955,83358,70710
ID,HYTXB,0,0,0
ID,IQICB,0,0,0
ID,IQTCB,0,0,0
ID,IYICB,0,0,0
ID,IYTCB,0,0,0
ID,JFACB,7782,5207,8254
ID,JFTCB,7782,5207,8254
ID,JFTXB,7782,5207,8254
ID,KSCCB,2,7,2
ID,KSICB,1,1,1
ID,KSRCB,12,4,4
ID,KSTCB,15,12,6
ID,KSTXB,15,12,6
ID,LOACB,0,0,0
ID,LOCCB,39503,37705,40172
ID,LOICB,54262,54859,57118
ID,LORCB,53338,53605,56609
ID,LOTCB,147104,146169,153899
ID,LOTXB,147104,146169,153899
ID,LUACB,887,837,874
ID,LUICB,358,370,430
ID,LUTCB,1245,1207,1305
ID,LUTXB,1245,1207,1305
ID,MBICB,0,0,0
ID,MGACB,91668,88283,93816
ID,MGCCB,1663,1676,1694
ID,MGICB,2880,2923,2893
ID,MGTCB,96211,92882,98403
ID,MGTXB,96211,92882,98403
ID,MMTCB,89243,86103,91570
ID,MSICB,68,64,64
ID,NAICB,0,0,0
ID,NGACB,7773,6829,6400
ID,NGCCB,21673,20548,20803
ID,NGEIB,32011,31028,37854
ID,NGGBP,1108,1111,1118
ID,NGICB,39966,39451,38685
ID,NGRCB,31834,31507,31436
ID,NGTCB,133257,129363,135178
ID,NGTPB,74.5,70,71
ID,NGTXB,101246,98335,97324
ID,NNTCB,133257,129363,135178
ID,NUEGB,0,0,0
ID,NUETB,0,0,0
ID,NUGBP,0,0,0
ID,OHICB,0,0,0
ID,OJGBP,0,0,0
ID,OMTCB,127,117,129
ID,OPACB,0,0,300
ID,OPICB,127,117,129
ID,OPTCB,127,117,429
ID,OPTXB,127,117,429
ID,OTGBP,15,15,15
ID,P1ICB,5831,5959,6430
ID,P1TCB,7002,7071,7872
ID,P1TXB,7002,7071,7872
ID,PAACB,161318,151384,163840
ID,PACCB,6206,6941,5500
ID,PAEIB,0,0,0
ID,PAGBP,5,5,5
ID,PAICB,19313,21797,21949
ID,PARCB,5721,4799,5641
ID,PATCB,192558,184921,196931
ID,PATPB,107.6,100,103.4
ID,PATXB,192558,184921,196931
ID,PCCCB,0,0,0
ID,PCEIB,0,0,0
ID,PCICB,0,0,0
ID,PCTCB,0,0,0
ID,PCTXB,0,0,0
ID,PLICB,0,0,0
ID,PMTCB,183278,175803,188712
ID,PPICB,0,0,0
ID,PPTCB,0,0,0
ID,PQACB,10,18,5
ID,PQCCB,1504,2042,1588
ID,PQICB,541,822,539
ID,PQRCB,5317,4288,4937
ID,PQTCB,7371,7170,7068
ID,PQTXB,7371,7170,7068
ID,PYICB,0,0,0
ID,PYTCB,0,0,0
ID,REACB,7528,7288,7035
ID,RECCB,3308,3266,3457
ID,REEIB,122628,115527,102166
ID,REGBP,4075,4076,3933
ID,REICB,21662,18728,19064
ID,RERCB,16424,13069,14179
ID,RETCB,171550,157879,145902
ID,RFACB,0,0,0
ID,RFCCB,0,0,0
ID,RFEIB,0,0,0
ID,RFICB,0,0,12
ID,RFTCB,0,0,12
ID,RFTXB,0,0,12
ID,SFCCB,0,0,0
ID,SFEIB,0,0,0
ID,SFINB,0,0,0
ID,SFRCB,0,0,0
ID,SFTCB,0,0,0
ID,SGICB,0,0,0
ID,SNICB,9,8,8
ID,SOCCB,54,69,85
ID,SOEGB,4943,4933,4973
ID,SOGBP,242,242,242
ID,SOICB,36,71,133
ID,SORCB,464,673,884
ID,SOTCB,5496,5746,6074
ID,SOTXB,554,813,1101
ID,TEACB,169090,158213,170241
ID,TEAPB,94.5,85.6,89.4
ID,TECCB,92546,89868,92336
ID,TECPB,51.7,48.6,48.5
ID,TEEIB,154639,146556,140021
ID,TEICB,167547,168610,171686
ID,TEIPB,93.7,91.2,90.2
ID,TERCB,136991,133588,139600
ID,TERPB,76.6,72.2,73.3
ID,TETCB,564752,548784,572997
ID,TETGR,7.62,7.3,7.15
ID,TETPB,315.7,296.8,300.9
ID,TETXB,566174,550278,573862
ID,TNACB,169090,158213,170241
ID,TNCCB,53043,52163,52163
ID,TNICB,113284,113751,114568
ID,TNRCB,83653,79983,82991
ID,TNTXB,419070,404109,419963
ID,TPOPP,1789,1849,1904
ID,UOICB,0,0,0
ID,USICB,0,0,0
ID,WDCCB,2285,2194,2362
ID,WDEIB,1334,1321,1220
ID,WDGBP,66,66,66
ID,WDICB,16792,16484,17172
ID,WDRCB,15828,12265,13164
ID,WDTCB,36239,32264,33917
ID,WSCCB,237,268,281
ID,WSEIB,845,832,738
ID,WSGBP,23,20,20
ID,WSICB,390,398,269
ID,WSTCB,1471,1498,1288
ID,WWCCB,2521,2462,2642
ID,WWEIB,2180,2153,1958
ID,WWICB,17181,16882,17441
ID,WWTCB,37711,33762,35205
ID,WWTXB,35531,31609,33247
ID,WXICB,50,44,57
ID,WYCCB,0,0,0
ID,WYEGB,22700,24290,23704
ID,WYGBP,970,970,970
ID,WYICB,0,0,0
ID,WYTCB,22700,24290,23704
ID,WYTXB,0,0,0
ID,ZWCDP,445,478,717
ID,ZWHDP,7163,6695,6509
IL,ABICB,-65,-46,-49
IL,ARICB,26722,27874,28817
IL,ARTCB,26722,27874,28817
IL,ARTXB,26722,27874,28817
IL,AVACB,438,403,453
IL,AVTCB,438,403,453
IL,AVTXB,438,403,453
IL,B1ACB,0,0,0
IL,B1TCB,0,0,0
IL,BDACB,21941,20826,20850
IL,BDLCB,237,277,294
IL,BDTCB,21941,20826,20850
IL,BFLCB,78320,74827,75270
IL,BFTCB,139490,128610,132069
IL,BMTCB,158599,146123,149059
IL,BQICB,0,0,0
IL,BQTCB,0,0,0
IL,BTGBP,133,133,136
IL,BYICB,0,0,0
IL,BYTCB,0,0,0
IL,CLACB,0,0,0
IL,CLCCB,2007,1825,1843
IL,CLEIB,510424,311922,448832
IL,CLGBP,10616,9652,9548
IL,CLICB,79478,77403,70940
IL,CLKCB,28715,26833,29333
IL,CLOCB,50763,50570,41607
IL,CLRCB,0,0,0
IL,CLTCB,591909,391150,521615
IL,CLTXB,81485,79228,72783
IL,COICB,0,0,0
IL,DFACB,244268,229639,230371
IL,DFCCB,6844,5682,6011
IL,DFEIB,556,435,647
IL,DFICB,42687,43545,42841
IL,DFRCB,372,309,445
IL,DFTCB,294728,279610,280315
IL,DFTXB,294172,279175,279668
IL,DKEIB,556,435,647
IL,DMTCB,285415,270115,276155
IL,ELEXB,0,0,0
IL,ELGBP,44250,44442,45879
IL,ELIMB,0,0,0
IL,ELISB,-370857,-319994,-369415
IL,ELNIB,0,0,0
IL,EMACB,37569,31256,34224
IL,EMCCB,932,953,971
IL,EMICB,729,747,754
IL,EMLCB,78084,74550,74976
IL,EMTCB,39229,32956,35950
IL,EQICB,30840,30924,30840
IL,EQTCB,30840,30924,30840
IL,ESACB,1945,1535,1551
IL,ESCCB,168139,155200,160102
IL,ESICB,147571,137716,141591
IL,ESRCB,154292,157534,159726
IL,ESTCB,471946,451985,462970
IL,ESTXB,471946,451985,462970
IL,EYICB,6,10,11
IL,EYTCB,6,10,11
IL,FFGBP,27060,26115,26157
IL,FFTCB,3011684,2606237,2744381
IL,FNICB,0,0,0
IL,FOICB,0,0,0
IL,FSICB,0,0,0
IL,GDPRV,889540.1,856942.9,945673.8
IL,GDPRX,775998,734385,780061
IL,GECCB,0,0,0
IL,GEEGB,0,0,0
IL,GEGBP,0,0,0
IL,GEICB,0,0,0
IL,GERCB,2042,2042,2042
IL,GETCB,2042,2042,2042
IL,GETXB,2042,2042,2042
IL,HLACB,1081,190,178
IL,HLCCB,4287,5288,7061
IL,HLICB,53475,52794,50747
IL,HLRCB,27805,26733,27435
IL,HLTCB,86648,85005,85421
IL,HLTXB,86648,85005,85421
IL,HPGBP,0,0,0
IL,HVGBP,34,34,33
IL,HYCCB,10,10,7
IL,HYEGB,1092,1173,1130
IL,HYICB,0,0,0
IL,HYTCB,1102,1183,1137
IL,HYTXB,10,10,7
IL,IQICB,0,0,0
IL,IQTCB,0,0,0
IL,IYICB,0,0,0
IL,IYTCB,0,0,0
IL,JFACB,177566,104756,146467
IL,JFTCB,177566,104756,146467
IL,JFTXB,177566,104756,146467
IL,KSCCB,27,21,22
IL,KSICB,27,25,21
IL,KSRCB,81,51,65
IL,KSTCB,135,97,108
IL,KSTXB,135,97,108
IL,LOACB,4164,3311,3302
IL,LOCCB,359976,334666,340852
IL,LOICB,315940,296963,301443
IL,LORCB,330329,339698,340052
IL,LOTCB,1010409,974637,985649
IL,LOTXB,1010409,974637,985649
IL,LUACB,4326,3755,3817
IL,LUICB,3738,3395,3795
IL,LUTCB,8064,7150,7612
IL,LUTXB,8064,7150,7612
IL,MBICB,0,0,0
IL,MGACB,534108,437840,475387
IL,MGCCB,13247,13357,13491
IL,MGICB,10358,10458,10476
IL,MGTCB,557713,461655,499354
IL,MGTXB,557713,461655,499354
IL,MMTCB,518483,428698,463404
IL,MSICB,3141,2976,2978
IL,NAICB,0,0,0
IL,NGACB,29700,21942,19699
IL,NGCCB,255419,223647,230319
IL,NGEIB,176474,239835,177294
IL,NGGBP,15735,15762,15798
IL,NGICB,278001,275564,267173
IL,NGRCB,452402,410873,401106
IL,NGTCB,1191999,1171863,1095590
IL,NGTPB,94.1,91.6,86.4
IL,NGTXB,1015523,932026,918297
IL,NNTCB,1180447,1158640,1082481
IL,NUEGB,1030996,1047170,1013204
IL,NUETB,1030996,1047170,1013204
IL,NUGBP,11582,11582,11582
IL,OHICB,31980,32068,31986
IL,OJGBP,37,37,37
IL,OMTCB,105436,105084,101712
IL,OPACB,0,0,12004
IL,OPICB,105436,105084,101712
IL,OPTCB,105436,105084,113716
IL,OPTXB,105436,105084,113716
IL,OTGBP,78,78,78
IL,P1ICB,165624,163273,163504
IL,P1TCB,170496,167503,179865
IL,P1TXB,170496,167503,179865
IL,PAACB,961787,776582,868726
IL,PACCB,24405,24348,26585
IL,PAEIB,556,435,647
IL,PAGBP,673,665,774
IL,PAICB,272863,270441,268495
IL,PARCB,28259,27093,27944
IL,PATCB,1287870,1098899,1192398
IL,PATPB,101.7,85.9,94
IL,PATXB,1287314,1098464,1191752
IL,PCCCB,0,0,0
IL,PCEIB,0,0,0
IL,PCICB,29700,26896,29159
IL,PCTCB,29700,26896,29159
IL,PCTXB,29700,26896,29159
IL,PLICB,0,0,0
IL,PMTCB,1239327,1056447,1140285
IL,PPICB,0,0,0
IL,PPTCB,0,0,0
IL,PQACB,1081,190,178
IL,PQCCB,4287,5288,7061
IL,PQICB,21494,20726,18762
IL,PQRCB,27805,26733,27435
IL,PQTCB,54668,52937,53436
IL,PQTXB,54668,52937,53436
IL,PYICB,1135,1135,1135
IL,PYTCB,1135,1135,1135
IL,REACB,59510,52082,55074
IL,RECCB,2848,4028,6958
IL,REEIB,136517,150026,180230
IL,REGBP,5397,6535,7926
IL,REICB,84727,81231,81936
IL,RERCB,10316,9943,11253
IL,RETCB,293917,297310,335451
IL,RFACB,0,0,49
IL,RFCCB,0,0,0
IL,RFEIB,0,0,0
IL,RFICB,720,370,927
IL,RFTCB,720,370,977
IL,RFTXB,720,370,977
IL,SFCCB,2540,2585,2822
IL,SFEIB,1755,2772,2173
IL,SFINB,2757,3118,3199
IL,SFRCB,4499,4749,4915
IL,SFTCB,11551,13224,13110
IL,SGICB,83986,81253,86454
IL,SNICB,10320,9342,8767
IL,SOCCB,960,2133,5071
IL,SOEGB,525,672,4538
IL,SOGBP,44,120,647
IL,SOICB,3,10,15
IL,SORCB,2011,2894,4377
IL,SOTCB,3499,5709,14000
IL,SOTXB,2974,5037,9462
IL,TEACB,997597,803370,893278
IL,TEAPB,78.8,62.8,70.4
IL,TECCB,809322,740175,762865
IL,TECPB,63.9,57.9,60.1
IL,TEEIB,1853213,1746616,1818035
IL,TEICB,1175094,1135453,1127626
IL,TEIPB,92.8,88.8,88.9
IL,TERCB,971099,940392,935167
IL,TERPB,76.7,73.5,73.7
IL,TETCB,3965739,3630723,3723620
IL,TETGR,5.11,4.94,4.77
IL,TETPB,313.1,283.9,293.5
IL,TETXB,3953111,3619390,3718935
IL,TNACB,993433,800059,889976
IL,TNCCB,449346,405510,422013
IL,TNICB,859154,838489,826182
IL,TNRCB,640769,600694,595115
IL,TNTXB,2942702,2644752,2733286
IL,TPOPP,12667,12787,12686
IL,UOICB,7444,11020,2871
IL,USICB,0,0,0
IL,WDCCB,904,896,867
IL,WDEIB,0,0,0
IL,WDGBP,0,0,0
IL,WDICB,2101,2101,2101
IL,WDRCB,6263,5007,4834
IL,WDTCB,9268,8003,7802
IL,WSCCB,0,0,0
IL,WSEIB,6266,5963,5390
IL,WSGBP,88,80,73
IL,WSICB,3575,3546,3797
IL,WSTCB,9841,9510,9187
IL,WWCCB,904,896,867
IL,WWEIB,6266,5963,5390
IL,WWICB,5675,5647,5898
IL,WWTCB,19108,17513,16989
IL,WWTXB,12842,11550,11599
IL,WXICB,610,539,690
IL,WYCCB,42,36,41
IL,WYEGB,128634,142217,169172
IL,WYGBP,5231,6301,7173
IL,WYICB,0,0,0
IL,WYTCB,128676,142253,169213
IL,WYTXB,42,36,41
IL,ZWCDP,938,953,1064
IL,ZWHDP,6419,5762,5678
IN,ABICB,-29,-20,-22
IN,ARICB,26213,25790,28550
IN,ARTCB,26213,25790,28550
IN,ARTXB,26213,25790,28550
IN,AVACB,364,309,355
IN,AVTCB,364,309,355
IN,AVTXB,364,309,355
IN,B1ACB,0,0,0
IN,B1TCB,0,0,0
IN,BDACB,4387,5453,4974
IN,BDLCB,156,176,157
IN,BDTCB,4387,5453,4974
IN,BFLCB,55822,51220,60697
IN,BFTCB,84838,79925,91253
IN,BMTCB,121029,115495,127837
IN,BQICB,0,0,0
IN,BQTCB,0,0,0
IN,BTGBP,28,38,36
IN,BYICB,0,0,0
IN,BYTCB,0,0,0
IN,CLACB,0,0,0
IN,CLCCB,1397,779,1079
IN,CLEIB,662235,524231,597509
IN,CLGBP,15246,15242,13835
IN,CLICB,157913,144300,154968
IN,CLKCB,111623,106894,119216
IN,CLOCB,46290,37405,35753
IN,CLRCB,0,0,0
IN,CLTCB,821545,669310,753557
IN,CLTXB,159310,145079,156047
IN,COICB,0,0,0
IN,DFACB,177059,169900,186572
IN,DFCCB,4980,2819,4027
IN,DFEIB,1347,1310,1610
IN,DFICB,37759,32218,33308
IN,DFRCB,1280,1056,1176
IN,DFTCB,222424,207304,226693
IN,DFTXB,221077,205994,225084
IN,DKEIB,1347,1310,1610
IN,DMTCB,215692,200280,223324
IN,ELEXB,0,0,0
IN,ELGBP,26665,27314,26842
IN,ELIMB,0,0,0
IN,ELISB,125346,186930,175858
IN,ELNIB,0,0,0
IN,EMACB,23770,22362,24682
IN,EMCCB,500,517,525
IN,EMICB,359,373,375
IN,EMLCB,55666,51044,60540
IN,EMTCB,24629,23252,25582
IN,EQICB,0,0,0
IN,EQTCB,0,0,0
IN,ESACB,70,61,60
IN,ESCCB,80242,75052,78206
IN,ESICB,154621,144201,147840
IN,ESRCB,113446,112181,114206
IN,ESTCB,348380,331495,340313
IN,ESTXB,348380,331495,340313
IN,EYICB,0,0,0
IN,EYTCB,0,0,0
IN,FFGBP,23858,23831,22517
IN,FFTCB,2465896,2194968,2338422
IN,FNICB,0,0,0
IN,FOICB,0,0,0
IN,FSICB,0,0,0
IN,GDPRV,381132.3,373781.6,412975.2
IN,GDPRX,337902,327278,346241
IN,GECCB,816,816,816
IN,GEEGB,0,0,0
IN,GEGBP,0,0,0
IN,GEICB,0,0,0
IN,GERCB,3831,3831,3831
IN,GETCB,4647,4647,4647
IN,GETXB,4647,4647,4647
IN,HLACB,176,146,125
IN,HLCCB,3855,3341,3821
IN,HLICB,5271,6162,5078
IN,HLRCB,14382,12747,12162
IN,HLTCB,23685,22396,21186
IN,HLTXB,23685,22396,21186
IN,HPGBP,0,0,0
IN,HVGBP,66,66,69
IN,HYCCB,0,0,0
IN,HYEGB,2278,2374,3423
IN,HYICB,0,0,0
IN,HYTCB,2278,2374,3423
IN,HYTXB,0,0,0
IN,IQICB,0,0,0
IN,IQTCB,0,0,0
IN,IYICB,0,0,0
IN,IYTCB,0,0,0
IN,JFACB,26440,18721,24909
IN,JFTCB,26440,18721,24909
IN,JFTXB,26440,18721,24909
IN,KSCCB,58,34,54
IN,KSICB,35,22,34
IN,KSRCB,147,126,142
IN,KSTCB,241,182,231
IN,KSTXB,241,182,231
IN,LOACB,149,128,130
IN,LOCCB,170130,155866,168384
IN,LOICB,327826,299473,318311
IN,LORCB,240529,232975,245895
IN,LOTCB,738634,688441,732720
IN,LOTXB,738634,688441,732720
IN,LUACB,3072,2796,2993
IN,LUICB,3580,3331,3665
IN,LUTCB,6652,6126,6658
IN,LUTXB,6652,6126,6658
IN,MBICB,0,0,0
IN,MGACB,352446,322696,353220
IN,MGCCB,7414,7455,7513
IN,MGICB,5325,5381,5373
IN,MGTCB,365185,335532,366105
IN,MGTXB,365185,335532,366105
IN,MMTCB,340556,312281,340523
IN,MSICB,1127,1068,1069
IN,NAICB,0,0,0
IN,NGACB,11784,10386,12960
IN,NGCCB,92792,85627,93524
IN,NGEIB,233950,243409,216759
IN,NGGBP,7894,7872,7966
IN,NGICB,448699,396687,411831
IN,NGRCB,150165,140704,138280
IN,NGTCB,937388,876815,873357
IN,NGTPB,139.3,129.2,128.2
IN,NGTXB,703441,633405,656596
IN,NNTCB,934151,873505,870075
IN,NUEGB,0,0,0
IN,NUETB,0,0,0
IN,NUGBP,0,0,0
IN,OHICB,0,0,0
IN,OJGBP,619,619,619
IN,OMTCB,44928,44477,44118
IN,OPACB,0,0,2864
IN,OPICB,44928,44477,44118
IN,OPTCB,44928,44477,46982
IN,OPTXB,44928,44477,46982
IN,OTGBP,88,88,88
IN,P1ICB,98486,93887,99024
IN,P1TCB,102128,97152,105433
IN,P1TXB,102128,97152,105433
IN,PAACB,560883,515797,572701
IN,PACCB,16313,13656,15435
IN,PAEIB,1347,1310,1610
IN,PAGBP,98,98,96
IN,PAICB,147211,137736,143379
IN,PARCB,15809,13930,13480
IN,PATCB,741562,682428,746606
IN,PATPB,110.2,100.5,109.6
IN,PATXB,740215,681118,744996
IN,PCCCB,0,0,0
IN,PCEIB,0,0,0
IN,PCICB,23730,20267,22657
IN,PCTCB,23730,20267,22657
IN,PCTXB,23730,20267,22657
IN,PLICB,0,0,0
IN,PMTCB,710201,652153,714790
IN,PPICB,0,0,0
IN,PPTCB,0,0,0
IN,PQACB,176,146,125
IN,PQCCB,3855,3341,3821
IN,PQICB,5271,6162,5078
IN,PQRCB,14382,12747,12162
IN,PQTCB,23685,22396,21186
IN,PQTXB,23685,22396,21186
IN,PYICB,0,0,0
IN,PYTCB,0,0,0
IN,REACB,28157,27815,29656
IN,RECCB,6961,7450,7753
IN,REEIB,64956,64987,82124
IN,REGBP,2691,3357,4201
IN,REICB,69940,66381,76031
IN,RERCB,17414,15769,16979
IN,RETCB,187427,182401,212543
IN,RFACB,1326,1229,1663
IN,RFCCB,6,8,20
IN,RFEIB,0,0,0
IN,RFICB,368,88,597
IN,RFTCB,1699,1324,2279
IN,RFTXB,1699,1324,2279
IN,SFCCB,325,327,357
IN,SFEIB,819,930,827
IN,SFINB,1569,1515,1570
IN,SFRCB,525,538,528
IN,SFTCB,3237,3311,3282
IN,SGICB,37933,36233,39453
IN,SNICB,1984,1796,1686
IN,SOCCB,650,786,959
IN,SOEGB,2853,3128,5047
IN,SOGBP,244,278,607
IN,SOICB,26,54,73
IN,SORCB,628,796,1069
IN,SOTCB,4157,4763,7149
IN,SOTXB,1304,1636,2102
IN,TEACB,572887,526372,585852
IN,TEAPB,85.1,77.5,86
IN,TECCB,367011,337586,363500
IN,TECPB,54.5,49.7,53.3
IN,TEEIB,961668,833007,897176
IN,TEICB,1304282,1186890,1250415
IN,TEIPB,193.8,174.8,183.5
IN,TERCB,536838,515021,528313
IN,TERPB,79.8,75.9,77.5
IN,TETCB,2778669,2564299,2726823
IN,TETGR,8.22,7.84,7.88
IN,TETPB,412.8,377.7,400.2
IN,TETXB,2781017,2565868,2728080
IN,TNACB,572738,526244,585722
IN,TNCCB,196881,181720,195116
IN,TNICB,976455,887417,932104
IN,TNRCB,296309,282046,282418
IN,TNTXB,2042383,1877427,1995359
IN,TPOPP,6731,6789,6814
IN,UOICB,3362,4914,1310
IN,USICB,0,0,0
IN,WDCCB,1870,1993,2167
IN,WDEIB,0,0,0
IN,WDGBP,0,0,0
IN,WDICB,5612,5612,5612
IN,WDRCB,12955,11142,12079
IN,WDTCB,20438,18747,19858
IN,WSCCB,3125,3339,3286
IN,WSEIB,4508,4363,4167
IN,WSGBP,71,72,72
IN,WSICB,8120,9121,9273
IN,WSTCB,15754,16823,16726
IN,WWCCB,4995,5332,5453
IN,WWEIB,4508,4363,4167
IN,WWICB,13732,14734,14885
IN,WWTCB,36191,35570,36584
IN,WWTXB,31683,31208,32417
IN,WXICB,550,486,622
IN,WYCCB,0,0,0
IN,WYEGB,55316,55123,69487
IN,WYGBP,2310,2940,3453
IN,WYICB,0,0,0
IN,WYTCB,55316,55123,69487
IN,WYTXB,0,0,0
IN,ZWCDP,1007,919,1030
IN,ZWHDP,5725,5278,5274
KS,ABICB,-26,-18,-19
KS,ARICB,5624,6773,8005
KS,ARTCB,5624,6773,8005
KS,ARTXB,5624,6773,8005
KS,AVACB,309,261,294
KS,AVTCB,309,261,294
KS,AVTXB,309,261,294
KS,B1ACB,0,0,0
KS,B1TCB,0,0,0
KS,BDACB,2522,3283,2679
KS,BDLCB,44,104,110
KS,BDTCB,2522,3283,2679
KS,BFLCB,28448,28156,27983
KS,BFTCB,41765,41338,40771
KS,BMTCB,49489,48314,47137
KS,BQICB,0,0,0
KS,BQTCB,0,0,0
KS,BTGBP,0,0,0
KS,BYICB,0,0,0
KS,BYTCB,0,0,0
KS,CLACB,0,0,0
KS,CLCCB,0,0,0
KS,CLEIB,195954,192557,217821
KS,CLGBP,4679,4522,4525
KS,CLICB,1824,1222,1210
KS,CLKCB,0,0,0
KS,CLOCB,1824,1222,1210
KS,CLRCB,0,0,0
KS,CLTCB,197779,193779,219031
KS,CLTXB,1824,1222,1210
KS,COICB,0,0,0
KS,DFACB,97484,88176,89728
KS,DFCCB,1858,2297,1944
KS,DFEIB,1009,1018,2094
KS,DFICB,27525,33302,28298
KS,DFRCB,18,16,18
KS,DFTCB,127894,124809,122082
KS,DFTXB,126885,123791,119988
KS,DKEIB,1009,1018,2094
KS,DMTCB,124198,121206,120476
