,state_abv,year,Administered,Administered Janssen,Administered Moderna,Administered Pfizer,Administered Novavax,Administered Unknown,Population 2020,Population 2021,Population 2022,Population 2023,Administered % of 2020,Administered Janssen % of 2020,Administered Moderna % of 2020,Administered Pfizer % of 2020,Administered Novavax % of 2020,Administered Unknown % of 2020,Administered % of 2021,Administered Janssen % of 2021,Administered Moderna % of 2021,Administered Pfizer % of 2021,Administered Novavax % of 2021,Administered Unknown % of 2021,Administered % of 2022,Administered Janssen % of 2022,Administered Moderna % of 2022,Administered Pfizer % of 2022,Administered Novavax % of 2022,Administered Unknown % of 2022,Administered % of 2023,Administered Janssen % of 2023,Administered Moderna % of 2023,Administered Pfizer % of 2023,Administered Novavax % of 2023,Administered Unknown % of 2023
15,DC,2023,206506.0,4282.0,-6856.0,-28570.0,69.0,1074.0,12745941.0,12711703.0,12748031.0,12900468.0,1.6201706880645377,0.033595008795349046,-0.05378967312025059,-0.224149790117497,0.000541348810574284,0.008426211921112767,1.6245344939226476,0.03368549438261734,-0.05393455149164514,-0.2247535204370335,0.0005428068922000459,0.00844890727859202,1.6199050661235448,0.03358950099823259,-0.053780854470780626,-0.2241130414571474,0.000541260058121917,0.008424830469897664,1.6007636312108986,0.03319259425316973,-0.053145358757527246,-0.2214648336789022,0.0005348643165503763,0.008325279361958031
16,DE,2022,215824.0,804.0,74346.0,140333.0,117.0,224.0,21820964.0,22107382.0,22428098.0,22701580.0,0.9890672107795053,0.0036845301609956366,0.34070905391714135,0.6431109093072148,0.0005361816279060815,0.0010265357662475408,0.9762530904835316,0.003636794261753834,0.3362949081894907,0.634778916834205,0.000529234985852237,0.001013236212229924,0.9622929238136911,0.0035847890445279847,0.3314859779906437,0.6257017425195841,0.0005216670624499679,0.0009987471964854086,0.9507003477291008,0.003541603712164528,0.32749262386142286,0.6181640220636626,0.0005153826297552857,0.0009867154620955899
17,DE,2023,48713.0,190.0,-62142.0,-103892.0,59.0,15.0,18845378.0,19092739.0,19369721.0,19605910.0,0.25848778411343093,0.0010082047704216917,-0.32974663601865667,-0.551286368466581,0.0003130741129204201,7.959511345434409e-05,0.25513887766443566,0.000995142708440104,-0.32547451677834177,-0.5441440329750488,0.00030901799893666383,7.856389803474504e-05,0.25149045770974193,0.0009809124251195977,-0.3208203153778002,-0.536362914055396,0.00030459912148450666,7.744045461470508e-05,0.248460795749853,0.0009690955431295971,-0.3169554486376812,-0.5299014429832637,0.0003009296686560328,7.650754287865241e-05
18,FL,2022,2555857.0,12392.0,982256.0,1540404.0,2704.0,18101.0,475008578.0,480275576.0,489401462.0,497435972.0,0.538065440999257,0.0026087949931716814,0.20678700248651088,0.32428972261633554,0.0005692528777869776,0.0038106680254519527,0.5321646837189988,0.0025801853392603082,0.20451924875730096,0.3207333616315313,0.0005630100998515069,0.0037688778910547806,0.5222413904435782,0.0025320725339394263,0.20070557124735355,0.3147526355366711,0.0005525116310339098,0.003698599494580178,0.513806227105747,0.002491174884312548,0.19746380545233266,0.30966879894242955,0.0005435875473838872,0.0036388602792883666
19,FL,2023,772666.0,7675.0,-733153.0,-974723.0,1086.0,20921.0,410234681.0,414783452.0,422664899.0,429603794.0,0.18834731332722207,0.0018708803412942068,-0.17871550942812658,-0.2376013158185424,0.0002647265212567438,0.005099763859311544,0.18628178059523937,0.0018503631142931902,-0.17675560499457918,-0.234995633335922,0.0002618233670517791,0.005043836705423822,0.18280817778530506,0.0018158593292602707,-0.1734596371107694,-0.23061366162795555,0.00025694113766471064,0.004949784107811612,0.17985548796154255,0.001786529846149357,-0.17065794349106703,-0.22688882491573156,0.0002527910635724041,0.004869835949353836
20,GA,2022,1364395.0,3521.0,456823.0,893919.0,1673.0,8459.0,236112580.0,237388470.0,240089300.0,242642994.0,0.5778578168092526,0.0014912377815701307,0.19347677281744158,0.3785986329063873,0.0007085602978037002,0.0035826130060499107,0.5747520088064935,0.0014832228372338387,0.1924368946815319,0.37656378172031696,0.0007047520041727384,0.0035633575632380123,0.5682864667438324,0.0014665376591126717,0.19027211958217213,0.372327713063431,0.0006968240567155637,0.0035232723824010484,0.5623055409545433,0.0014511030967578648,0.1882696023772275,0.3684091534083197,0.0006894903382209337,0.003486191734017262
21,GA,2023,295688.0,1661.0,-320133.0,-522529.0,769.0,4778.0,203915410.0,205017315.0,207349850.0,209555313.0,0.14500522545108288,0.0008145534464511535,-0.15699303941766835,-0.256247921625933,0.00037711715853156955,0.002343128457040103,0.14422586697128484,0.0008101754722521852,-0.15614925012553207,-0.2548706678750524,0.0003750902698145276,0.0023305348623846723,0.14260343086816796,0.0008010615874571407,-0.15439268463420638,-0.2520035582374427,0.00037087077709484716,0.0023043180402590115,0.14110260234728575,0.0007926308220111795,-0.15276778021848578,-0.24935134906362405,0.00036696755094918547,0.002280066265845524
22,HI,2022,328817.0,329.0,143426.0,184230.0,306.0,526.0,31925982.0,31828390.0,31666778.0,31573036.0,1.029935430020602,0.0010305086308699917,0.449245382647901,0.5770535108364091,0.0009584669940614513,0.0016475609113605339,1.0330934112595704,0.0010336683696536332,0.45062285588432216,0.5788228685145557,0.0009614058392523153,0.0016526126517866597,1.0383658230085802,0.001038943715713673,0.45292261814574253,0.5817769019633131,0.0009663123921227477,0.0016610467916881218,1.0414487856030064,0.0010420283941018533,0.4542673691563903,0.5835042281014724,0.0009691814243014197,0.0016659785267403489
23,HI,2023,78941.0,62.0,-117625.0,-136403.0,61.0,175.0,27572439.0,27488155.0,27348581.0,27267622.0,0.28630401539740463,0.0002248622256449638,-0.4266035369594978,-0.49470777684919354,0.00022123541555391598,0.0006346917659333655,0.2871818788856509,0.00022555169672173344,-0.4279115859176434,-0.49622464657959037,0.0002219137661294474,0.0006366378536500541,0.2886475170320537,0.00022670280406870104,-0.4300954407835639,-0.4987571384416617,0.00022304630722888328,0.0006398869469681078,0.28950452665069215,0.0002273758965853348,-0.4313724167072581,-0.5002379745472487,0.00022370854341460358,0.0006417868048779611
24,IA,2022,671027.0,745.0,204703.0,463637.0,566.0,1376.0,70199888.0,70354768.0,70393246.0,70554088.0,0.9558804424303355,0.0010612552544243376,0.29160018033077206,0.6604526206651498,0.0008062690926230537,0.0019601170873662934,0.9537761534513198,0.001058918991815878,0.29095824749219557,0.6589986907497158,0.0008044941602252174,0.001955802057367313,0.9532548051555969,0.0010583401708737796,0.2907992053669467,0.6586384722193376,0.0008040544116973949,0.00195473298674137,0.9510816722625626,0.0010559274751025056,0.29013627105491036,0.6571369755357054,0.0008022214106147897,0.0019502767862295944
25,IA,2023,116575.0,304.0,-161166.0,-366317.0,215.0,762.0,60627176.0,60760936.0,60794167.0,60933076.0,0.19228175826629298,0.0005014253014192843,-0.265831283317567,-0.6042125399342368,0.0003546264467274544,0.0012568621042154428,0.1918584664331043,0.0005003214565358242,-0.26524607850017323,-0.6028824177428735,0.00035384576695790207,0.0012540952298694017,0.1917535937288194,0.0005000479733524436,-0.2651010910306576,-0.6025528732057469,0.00035365234957491896,0.00125340972267948,0.19131645348086482,0.0004989080150819893,-0.2644967406536312,-0.6011792347394377,0.0003528461290875911,0.001250552327277881
26,ID,2022,228697.0,1085.0,100907.0,125309.0,393.0,1003.0,40685458.0,41899814.0,42657912.0,43223972.0,0.562109931268317,0.0026668005064610554,0.2480173628621804,0.30799456651071744,0.0009659470958886588,0.0024652542930695288,0.5458186520827992,0.0025895103018834403,0.240829231366039,0.2990681533813014,0.0009379516577328958,0.0023938053758424797,0.5361185985849471,0.002543490642486205,0.23654931821323086,0.29375324324359803,0.0009212827857115933,0.0023512636999204273,0.5290976035242666,0.002510181155956699,0.23345147456601167,0.2899062584993346,0.0009092176905907674,0.0023204716123728752
27,ID,2023,56981.0,684.0,-75540.0,-121124.0,174.0,725.0,35137441.0,36186203.0,36840924.0,37329794.0,0.16216604959934333,0.0019466414756840146,-0.21498435244615566,-0.34471491535197457,0.000495198270130144,0.002063326125542267,0.15746609280890841,0.001890223188102935,-0.20875359594926274,-0.33472425940903494,0.0004808462496051327,0.002003526040021386,0.15466767337323026,0.0018566309574645848,-0.20504371714455372,-0.3287756843449421,0.00047230085760063996,0.001967920240002667,0.15264214959236044,0.0018323165672974248,-0.20235847001995244,-0.3244700466335282,0.0004661156179967133,0.0019421484083196386
28,IL,2022,2793883.0,5355.0,954590.0,1827399.0,1568.0,4971.0,281387854.0,279187502.0,276815330.0,276093158.0,0.9928939576759414,0.0019030672162558943,0.3392434984062958,0.6494235532994966,0.0005572379822762356,0.0017666007716168161,1.000719222739419,0.00191806580224354,0.3419171679110478,0.6545418354722771,0.0005616297251013765,0.0017805238287493257,1.0092948970709101,0.0019345026881278577,0.34484723082352414,0.6601509388948943,0.0005664426171773073,0.0017957820471864762,1.0119348919178939,0.0019395627326628645,0.34574924163821547,0.6618776840532934,0.0005679242511326558,0.001800479242589561
