"st_abbreviation","2019","2020","2021","2022","2023","code","btu_2019","btu_2020","btu_2021"
"IL","12813469","12790357","12690341","12582515","12549689","RFCCB","0","0","0"
"IL","12813469","12790357","12690341","12582515","12549689","RFEIB","0","0","0"
"IL","12813469","12790357","12690341","12582515","12549689","RFICB","720","370","927"
"IL","12813469","12790357","12690341","12582515","12549689","RFTCB","720","370","977"
"IL","12813469","12790357","12690341","12582515","12549689","RFTXB","720","370","977"
"IL","12813469","12790357","12690341","12582515","12549689","SFCCB","2540","2585","2822"
"IL","12813469","12790357","12690341","12582515","12549689","SFEIB","1755","2772","2173"
"IL","12813469","12790357","12690341","12582515","12549689","SFINB","2757","3118","3199"
"IL","12813469","12790357","12690341","12582515","12549689","SFRCB","4499","4749","4915"
"IL","12813469","12790357","12690341","12582515","12549689","SFTCB","11551","13224","13110"
"IL","12813469","12790357","12690341","12582515","12549689","SGICB","83986","81253","86454"
"IL","12813469","12790357","12690341","12582515","12549689","SNICB","10320","9342","8767"
"IL","12813469","12790357","12690341","12582515","12549689","SOCCB","960","2133","5071"
"IL","12813469","12790357","12690341","12582515","12549689","SOEGB","525","672","4538"
"IL","12813469","12790357","12690341","12582515","12549689","SOGBP","44","120","647"
"IL","12813469","12790357","12690341","12582515","12549689","SOICB","3","10","15"
"IL","12813469","12790357","12690341","12582515","12549689","SORCB","2011","2894","4377"
"IL","12813469","12790357","12690341","12582515","12549689","SOTCB","3499","5709","14000"
"IL","12813469","12790357","12690341","12582515","12549689","SOTXB","2974","5037","9462"
"IL","12813469","12790357","12690341","12582515","12549689","TEACB","997597","803370","893278"
"IL","12813469","12790357","12690341","12582515","12549689","TEAPB","78.8","62.8","70.4"
"IL","12813469","12790357","12690341","12582515","12549689","TECCB","809322","740175","762865"
"IL","12813469","12790357","12690341","12582515","12549689","TECPB","63.9","57.9","60.1"
"IL","12813469","12790357","12690341","12582515","12549689","TEEIB","1853213","1746616","1818035"
"IL","12813469","12790357","12690341","12582515","12549689","TEICB","1175094","1135453","1127626"
"IL","12813469","12790357","12690341","12582515","12549689","TEIPB","92.8","88.8","88.9"
"IL","12813469","12790357","12690341","12582515","12549689","TERCB","971099","940392","935167"
"IL","12813469","12790357","12690341","12582515","12549689","TERPB","76.7","73.5","73.7"
"IL","12813469","12790357","12690341","12582515","12549689","TETCB","3965739","3630723","3723620"
"IL","12813469","12790357","12690341","12582515","12549689","TETGR","5.11","4.94","4.77"
"IL","12813469","12790357","12690341","12582515","12549689","TETPB","313.1","283.9","293.5"
"IL","12813469","12790357","12690341","12582515","12549689","TETXB","3953111","3619390","3718935"
"IL","12813469","12790357","12690341","12582515","12549689","TNACB","993433","800059","889976"
"IL","12813469","12790357","12690341","12582515","12549689","TNCCB","449346","405510","422013"
"IL","12813469","12790357","12690341","12582515","12549689","TNICB","859154","838489","826182"
"IL","12813469","12790357","12690341","12582515","12549689","TNRCB","640769","600694","595115"
"IL","12813469","12790357","12690341","12582515","12549689","TNTXB","2942702","2644752","2733286"
"IL","12813469","12790357","12690341","12582515","12549689","TPOPP","12667","12787","12686"
"IL","12813469","12790357","12690341","12582515","12549689","UOICB","7444","11020","2871"
"IL","12813469","12790357","12690341","12582515","12549689","USICB","0","0","0"
"IL","12813469","12790357","12690341","12582515","12549689","WDCCB","904","896","867"
"IL","12813469","12790357","12690341","12582515","12549689","WDEIB","0","0","0"
"IL","12813469","12790357","12690341","12582515","12549689","WDGBP","0","0","0"
"IL","12813469","12790357","12690341","12582515","12549689","WDICB","2101","2101","2101"
"IL","12813469","12790357","12690341","12582515","12549689","WDRCB","6263","5007","4834"
"IL","12813469","12790357","12690341","12582515","12549689","WDTCB","9268","8003","7802"
"IL","12813469","12790357","12690341","12582515","12549689","WSCCB","0","0","0"
"IL","12813469","12790357","12690341","12582515","12549689","WSEIB","6266","5963","5390"
"IL","12813469","12790357","12690341","12582515","12549689","WSGBP","88","80","73"
"IL","12813469","12790357","12690341","12582515","12549689","WSICB","3575","3546","3797"
"IL","12813469","12790357","12690341","12582515","12549689","WSTCB","9841","9510","9187"
"IL","12813469","12790357","12690341","12582515","12549689","WWCCB","904","896","867"
"IL","12813469","12790357","12690341","12582515","12549689","WWEIB","6266","5963","5390"
"IL","12813469","12790357","12690341","12582515","12549689","WWICB","5675","5647","5898"
"IL","12813469","12790357","12690341","12582515","12549689","WWTCB","19108","17513","16989"
"IL","12813469","12790357","12690341","12582515","12549689","WWTXB","12842","11550","11599"
"IL","12813469","12790357","12690341","12582515","12549689","WXICB","610","539","690"
"IL","12813469","12790357","12690341","12582515","12549689","WYCCB","42","36","41"
"IL","12813469","12790357","12690341","12582515","12549689","WYEGB","128634","142217","169172"
"IL","12813469","12790357","12690341","12582515","12549689","WYGBP","5231","6301","7173"
"IL","12813469","12790357","12690341","12582515","12549689","WYICB","0","0","0"
"IL","12813469","12790357","12690341","12582515","12549689","WYTCB","128676","142253","169213"
"IL","12813469","12790357","12690341","12582515","12549689","WYTXB","42","36","41"
"IL","12813469","12790357","12690341","12582515","12549689","ZWCDP","938","953","1064"
"IL","12813469","12790357","12690341","12582515","12549689","ZWHDP","6419","5762","5678"
"IN","6785442","6789098","6813798","6832274","6862199","ABICB","-29","-20","-22"
"IN","6785442","6789098","6813798","6832274","6862199","ARICB","26213","25790","28550"
"IN","6785442","6789098","6813798","6832274","6862199","ARTCB","26213","25790","28550"
"IN","6785442","6789098","6813798","6832274","6862199","ARTXB","26213","25790","28550"
"IN","6785442","6789098","6813798","6832274","6862199","AVACB","364","309","355"
"IN","6785442","6789098","6813798","6832274","6862199","AVTCB","364","309","355"
"IN","6785442","6789098","6813798","6832274","6862199","AVTXB","364","309","355"
"IN","6785442","6789098","6813798","6832274","6862199","B1ACB","0","0","0"
"IN","6785442","6789098","6813798","6832274","6862199","B1TCB","0","0","0"
"IN","6785442","6789098","6813798","6832274","6862199","BDACB","4387","5453","4974"
"IN","6785442","6789098","6813798","6832274","6862199","BDLCB","156","176","157"
"IN","6785442","6789098","6813798","6832274","6862199","BDTCB","4387","5453","4974"
"IN","6785442","6789098","6813798","6832274","6862199","BFLCB","55822","51220","60697"
"IN","6785442","6789098","6813798","6832274","6862199","BFTCB","84838","79925","91253"
"IN","6785442","6789098","6813798","6832274","6862199","BMTCB","121029","115495","127837"
"IN","6785442","6789098","6813798","6832274","6862199","BQICB","0","0","0"
"IN","6785442","6789098","6813798","6832274","6862199","BQTCB","0","0","0"
"IN","6785442","6789098","6813798","6832274","6862199","BTGBP","28","38","36"
"IN","6785442","6789098","6813798","6832274","6862199","BYICB","0","0","0"
"IN","6785442","6789098","6813798","6832274","6862199","BYTCB","0","0","0"
"IN","6785442","6789098","6813798","6832274","6862199","CLACB","0","0","0"
"IN","6785442","6789098","6813798","6832274","6862199","CLCCB","1397","779","1079"
"IN","6785442","6789098","6813798","6832274","6862199","CLEIB","662235","524231","597509"
"IN","6785442","6789098","6813798","6832274","6862199","CLGBP","15246","15242","13835"
"IN","6785442","6789098","6813798","6832274","6862199","CLICB","157913","144300","154968"
"IN","6785442","6789098","6813798","6832274","6862199","CLKCB","111623","106894","119216"
"IN","6785442","6789098","6813798","6832274","6862199","CLOCB","46290","37405","35753"
"IN","6785442","6789098","6813798","6832274","6862199","CLRCB","0","0","0"
"IN","6785442","6789098","6813798","6832274","6862199","CLTCB","821545","669310","753557"
"IN","6785442","6789098","6813798","6832274","6862199","CLTXB","159310","145079","156047"
"IN","6785442","6789098","6813798","6832274","6862199","COICB","0","0","0"
"IN","6785442","6789098","6813798","6832274","6862199","DFACB","177059","169900","186572"
"IN","6785442","6789098","6813798","6832274","6862199","DFCCB","4980","2819","4027"
"IN","6785442","6789098","6813798","6832274","6862199","DFEIB","1347","1310","1610"
"IN","6785442","6789098","6813798","6832274","6862199","DFICB","37759","32218","33308"
"IN","6785442","6789098","6813798","6832274","6862199","DFRCB","1280","1056","1176"
"IN","6785442","6789098","6813798","6832274","6862199","DFTCB","222424","207304","226693"
"IN","6785442","6789098","6813798","6832274","6862199","DFTXB","221077","205994","225084"
"IN","6785442","6789098","6813798","6832274","6862199","DKEIB","1347","1310","1610"
"IN","6785442","6789098","6813798","6832274","6862199","DMTCB","215692","200280","223324"
"IN","6785442","6789098","6813798","6832274","6862199","ELEXB","0","0","0"
"IN","6785442","6789098","6813798","6832274","6862199","ELGBP","26665","27314","26842"
"IN","6785442","6789098","6813798","6832274","6862199","ELIMB","0","0","0"
"IN","6785442","6789098","6813798","6832274","6862199","ELISB","125346","186930","175858"
"IN","6785442","6789098","6813798","6832274","6862199","ELNIB","0","0","0"
"IN","6785442","6789098","6813798","6832274","6862199","EMACB","23770","22362","24682"
"IN","6785442","6789098","6813798","6832274","6862199","EMCCB","500","517","525"
"IN","6785442","6789098","6813798","6832274","6862199","EMICB","359","373","375"
"IN","6785442","6789098","6813798","6832274","6862199","EMLCB","55666","51044","60540"
"IN","6785442","6789098","6813798","6832274","6862199","EMTCB","24629","23252","25582"
"IN","6785442","6789098","6813798","6832274","6862199","EQICB","0","0","0"
"IN","6785442","6789098","6813798","6832274","6862199","EQTCB","0","0","0"
"IN","6785442","6789098","6813798","6832274","6862199","ESACB","70","61","60"
"IN","6785442","6789098","6813798","6832274","6862199","ESCCB","80242","75052","78206"
"IN","6785442","6789098","6813798","6832274","6862199","ESICB","154621","144201","147840"
"IN","6785442","6789098","6813798","6832274","6862199","ESRCB","113446","112181","114206"
"IN","6785442","6789098","6813798","6832274","6862199","ESTCB","348380","331495","340313"
"IN","6785442","6789098","6813798","6832274","6862199","ESTXB","348380","331495","340313"
"IN","6785442","6789098","6813798","6832274","6862199","EYICB","0","0","0"
"IN","6785442","6789098","6813798","6832274","6862199","EYTCB","0","0","0"
"IN","6785442","6789098","6813798","6832274","6862199","FFGBP","23858","23831","22517"
"IN","6785442","6789098","6813798","6832274","6862199","FFTCB","2465896","2194968","2338422"
"IN","6785442","6789098","6813798","6832274","6862199","FNICB","0","0","0"
"IN","6785442","6789098","6813798","6832274","6862199","FOICB","0","0","0"
"IN","6785442","6789098","6813798","6832274","6862199","FSICB","0","0","0"
"IN","6785442","6789098","6813798","6832274","6862199","GDPRV","381132.3","373781.6","412975.2"
"IN","6785442","6789098","6813798","6832274","6862199","GDPRX","337902","327278","346241"
"IN","6785442","6789098","6813798","6832274","6862199","GECCB","816","816","816"
"IN","6785442","6789098","6813798","6832274","6862199","GEEGB","0","0","0"
"IN","6785442","6789098","6813798","6832274","6862199","GEGBP","0","0","0"
"IN","6785442","6789098","6813798","6832274","6862199","GEICB","0","0","0"
"IN","6785442","6789098","6813798","6832274","6862199","GERCB","3831","3831","3831"
"IN","6785442","6789098","6813798","6832274","6862199","GETCB","4647","4647","4647"
"IN","6785442","6789098","6813798","6832274","6862199","GETXB","4647","4647","4647"
"IN","6785442","6789098","6813798","6832274","6862199","HLACB","176","146","125"
"IN","6785442","6789098","6813798","6832274","6862199","HLCCB","3855","3341","3821"
"IN","6785442","6789098","6813798","6832274","6862199","HLICB","5271","6162","5078"
"IN","6785442","6789098","6813798","6832274","6862199","HLRCB","14382","12747","12162"
"IN","6785442","6789098","6813798","6832274","6862199","HLTCB","23685","22396","21186"
"IN","6785442","6789098","6813798","6832274","6862199","HLTXB","23685","22396","21186"
"IN","6785442","6789098","6813798","6832274","6862199","HPGBP","0","0","0"
"IN","6785442","6789098","6813798","6832274","6862199","HVGBP","66","66","69"
"IN","6785442","6789098","6813798","6832274","6862199","HYCCB","0","0","0"
"IN","6785442","6789098","6813798","6832274","6862199","HYEGB","2278","2374","3423"
"IN","6785442","6789098","6813798","6832274","6862199","HYICB","0","0","0"
"IN","6785442","6789098","6813798","6832274","6862199","HYTCB","2278","2374","3423"
"IN","6785442","6789098","6813798","6832274","6862199","HYTXB","0","0","0"
"IN","6785442","6789098","6813798","6832274","6862199","IQICB","0","0","0"
"IN","6785442","6789098","6813798","6832274","6862199","IQTCB","0","0","0"
"IN","6785442","6789098","6813798","6832274","6862199","IYICB","0","0","0"
"IN","6785442","6789098","6813798","6832274","6862199","IYTCB","0","0","0"
"IN","6785442","6789098","6813798","6832274","6862199","JFACB","26440","18721","24909"
"IN","6785442","6789098","6813798","6832274","6862199","JFTCB","26440","18721","24909"
"IN","6785442","6789098","6813798","6832274","6862199","JFTXB","26440","18721","24909"
"IN","6785442","6789098","6813798","6832274","6862199","KSCCB","58","34","54"
"IN","6785442","6789098","6813798","6832274","6862199","KSICB","35","22","34"
"IN","6785442","6789098","6813798","6832274","6862199","KSRCB","147","126","142"
"IN","6785442","6789098","6813798","6832274","6862199","KSTCB","241","182","231"
"IN","6785442","6789098","6813798","6832274","6862199","KSTXB","241","182","231"
"IN","6785442","6789098","6813798","6832274","6862199","LOACB","149","128","130"
"IN","6785442","6789098","6813798","6832274","6862199","LOCCB","170130","155866","168384"
"IN","6785442","6789098","6813798","6832274","6862199","LOICB","327826","299473","318311"
"IN","6785442","6789098","6813798","6832274","6862199","LORCB","240529","232975","245895"
"IN","6785442","6789098","6813798","6832274","6862199","LOTCB","738634","688441","732720"
"IN","6785442","6789098","6813798","6832274","6862199","LOTXB","738634","688441","732720"
"IN","6785442","6789098","6813798","6832274","6862199","LUACB","3072","2796","2993"
"IN","6785442","6789098","6813798","6832274","6862199","LUICB","3580","3331","3665"
"IN","6785442","6789098","6813798","6832274","6862199","LUTCB","6652","6126","6658"
"IN","6785442","6789098","6813798","6832274","6862199","LUTXB","6652","6126","6658"
"IN","6785442","6789098","6813798","6832274","6862199","MBICB","0","0","0"
"IN","6785442","6789098","6813798","6832274","6862199","MGACB","352446","322696","353220"
"IN","6785442","6789098","6813798","6832274","6862199","MGCCB","7414","7455","7513"
"IN","6785442","6789098","6813798","6832274","6862199","MGICB","5325","5381","5373"
"IN","6785442","6789098","6813798","6832274","6862199","MGTCB","365185","335532","366105"
"IN","6785442","6789098","6813798","6832274","6862199","MGTXB","365185","335532","366105"
"IN","6785442","6789098","6813798","6832274","6862199","MMTCB","340556","312281","340523"
"IN","6785442","6789098","6813798","6832274","6862199","MSICB","1127","1068","1069"
"IN","6785442","6789098","6813798","6832274","6862199","NAICB","0","0","0"
"IN","6785442","6789098","6813798","6832274","6862199","NGACB","11784","10386","12960"
"IN","6785442","6789098","6813798","6832274","6862199","NGCCB","92792","85627","93524"
"IN","6785442","6789098","6813798","6832274","6862199","NGEIB","233950","243409","216759"
"IN","6785442","6789098","6813798","6832274","6862199","NGGBP","7894","7872","7966"
"IN","6785442","6789098","6813798","6832274","6862199","NGICB","448699","396687","411831"
"IN","6785442","6789098","6813798","6832274","6862199","NGRCB","150165","140704","138280"
"IN","6785442","6789098","6813798","6832274","6862199","NGTCB","937388","876815","873357"
"IN","6785442","6789098","6813798","6832274","6862199","NGTPB","139.3","129.2","128.2"
"IN","6785442","6789098","6813798","6832274","6862199","NGTXB","703441","633405","656596"
"IN","6785442","6789098","6813798","6832274","6862199","NNTCB","934151","873505","870075"
"IN","6785442","6789098","6813798","6832274","6862199","NUEGB","0","0","0"
"IN","6785442","6789098","6813798","6832274","6862199","NUETB","0","0","0"
"IN","6785442","6789098","6813798","6832274","6862199","NUGBP","0","0","0"
"IN","6785442","6789098","6813798","6832274","6862199","OHICB","0","0","0"
"IN","6785442","6789098","6813798","6832274","6862199","OJGBP","619","619","619"
"IN","6785442","6789098","6813798","6832274","6862199","OMTCB","44928","44477","44118"
"IN","6785442","6789098","6813798","6832274","6862199","OPACB","0","0","2864"
"IN","6785442","6789098","6813798","6832274","6862199","OPICB","44928","44477","44118"
"IN","6785442","6789098","6813798","6832274","6862199","OPTCB","44928","44477","46982"
"IN","6785442","6789098","6813798","6832274","6862199","OPTXB","44928","44477","46982"
"IN","6785442","6789098","6813798","6832274","6862199","OTGBP","88","88","88"
"IN","6785442","6789098","6813798","6832274","6862199","P1ICB","98486","93887","99024"
"IN","6785442","6789098","6813798","6832274","6862199","P1TCB","102128","97152","105433"
"IN","6785442","6789098","6813798","6832274","6862199","P1TXB","102128","97152","105433"
"IN","6785442","6789098","6813798","6832274","6862199","PAACB","560883","515797","572701"
"IN","6785442","6789098","6813798","6832274","6862199","PACCB","16313","13656","15435"
"IN","6785442","6789098","6813798","6832274","6862199","PAEIB","1347","1310","1610"
"IN","6785442","6789098","6813798","6832274","6862199","PAGBP","98","98","96"
"IN","6785442","6789098","6813798","6832274","6862199","PAICB","147211","137736","143379"
"IN","6785442","6789098","6813798","6832274","6862199","PARCB","15809","13930","13480"
"IN","6785442","6789098","6813798","6832274","6862199","PATCB","741562","682428","746606"
"IN","6785442","6789098","6813798","6832274","6862199","PATPB","110.2","100.5","109.6"
"IN","6785442","6789098","6813798","6832274","6862199","PATXB","740215","681118","744996"
"IN","6785442","6789098","6813798","6832274","6862199","PCCCB","0","0","0"
"IN","6785442","6789098","6813798","6832274","6862199","PCEIB","0","0","0"
"IN","6785442","6789098","6813798","6832274","6862199","PCICB","23730","20267","22657"
"IN","6785442","6789098","6813798","6832274","6862199","PCTCB","23730","20267","22657"
"IN","6785442","6789098","6813798","6832274","6862199","PCTXB","23730","20267","22657"
"IN","6785442","6789098","6813798","6832274","6862199","PLICB","0","0","0"
"IN","6785442","6789098","6813798","6832274","6862199","PMTCB","710201","652153","714790"
"IN","6785442","6789098","6813798","6832274","6862199","PPICB","0","0","0"
"IN","6785442","6789098","6813798","6832274","6862199","PPTCB","0","0","0"
"IN","6785442","6789098","6813798","6832274","6862199","PQACB","176","146","125"
"IN","6785442","6789098","6813798","6832274","6862199","PQCCB","3855","3341","3821"
"IN","6785442","6789098","6813798","6832274","6862199","PQICB","5271","6162","5078"
"IN","6785442","6789098","6813798","6832274","6862199","PQRCB","14382","12747","12162"
"IN","6785442","6789098","6813798","6832274","6862199","PQTCB","23685","22396","21186"
"IN","6785442","6789098","6813798","6832274","6862199","PQTXB","23685","22396","21186"
"IN","6785442","6789098","6813798","6832274","6862199","PYICB","0","0","0"
"IN","6785442","6789098","6813798","6832274","6862199","PYTCB","0","0","0"
"IN","6785442","6789098","6813798","6832274","6862199","REACB","28157","27815","29656"
"IN","6785442","6789098","6813798","6832274","6862199","RECCB","6961","7450","7753"
"IN","6785442","6789098","6813798","6832274","6862199","REEIB","64956","64987","82124"
"IN","6785442","6789098","6813798","6832274","6862199","REGBP","2691","3357","4201"
"IN","6785442","6789098","6813798","6832274","6862199","REICB","69940","66381","76031"
"IN","6785442","6789098","6813798","6832274","6862199","RERCB","17414","15769","16979"
"IN","6785442","6789098","6813798","6832274","6862199","RETCB","187427","182401","212543"
"IN","6785442","6789098","6813798","6832274","6862199","RFACB","1326","1229","1663"
"IN","6785442","6789098","6813798","6832274","6862199","RFCCB","6","8","20"
"IN","6785442","6789098","6813798","6832274","6862199","RFEIB","0","0","0"
"IN","6785442","6789098","6813798","6832274","6862199","RFICB","368","88","597"
"IN","6785442","6789098","6813798","6832274","6862199","RFTCB","1699","1324","2279"
"IN","6785442","6789098","6813798","6832274","6862199","RFTXB","1699","1324","2279"
"IN","6785442","6789098","6813798","6832274","6862199","SFCCB","325","327","357"
"IN","6785442","6789098","6813798","6832274","6862199","SFEIB","819","930","827"
"IN","6785442","6789098","6813798","6832274","6862199","SFINB","1569","1515","1570"
"IN","6785442","6789098","6813798","6832274","6862199","SFRCB","525","538","528"
"IN","6785442","6789098","6813798","6832274","6862199","SFTCB","3237","3311","3282"
"IN","6785442","6789098","6813798","6832274","6862199","SGICB","37933","36233","39453"
"IN","6785442","6789098","6813798","6832274","6862199","SNICB","1984","1796","1686"
"IN","6785442","6789098","6813798","6832274","6862199","SOCCB","650","786","959"
"IN","6785442","6789098","6813798","6832274","6862199","SOEGB","2853","3128","5047"
"IN","6785442","6789098","6813798","6832274","6862199","SOGBP","244","278","607"
"IN","6785442","6789098","6813798","6832274","6862199","SOICB","26","54","73"
"IN","6785442","6789098","6813798","6832274","6862199","SORCB","628","796","1069"
"IN","6785442","6789098","6813798","6832274","6862199","SOTCB","4157","4763","7149"
"IN","6785442","6789098","6813798","6832274","6862199","SOTXB","1304","1636","2102"
"IN","6785442","6789098","6813798","6832274","6862199","TEACB","572887","526372","585852"
"IN","6785442","6789098","6813798","6832274","6862199","TEAPB","85.1","77.5","86"
"IN","6785442","6789098","6813798","6832274","6862199","TECCB","367011","337586","363500"
"IN","6785442","6789098","6813798","6832274","6862199","TECPB","54.5","49.7","53.3"
"IN","6785442","6789098","6813798","6832274","6862199","TEEIB","961668","833007","897176"
"IN","6785442","6789098","6813798","6832274","6862199","TEICB","1304282","1186890","1250415"
"IN","6785442","6789098","6813798","6832274","6862199","TEIPB","193.8","174.8","183.5"
"IN","6785442","6789098","6813798","6832274","6862199","TERCB","536838","515021","528313"
"IN","6785442","6789098","6813798","6832274","6862199","TERPB","79.8","75.9","77.5"
"IN","6785442","6789098","6813798","6832274","6862199","TETCB","2778669","2564299","2726823"
"IN","6785442","6789098","6813798","6832274","6862199","TETGR","8.22","7.84","7.88"
"IN","6785442","6789098","6813798","6832274","6862199","TETPB","412.8","377.7","400.2"
"IN","6785442","6789098","6813798","6832274","6862199","TETXB","2781017","2565868","2728080"
"IN","6785442","6789098","6813798","6832274","6862199","TNACB","572738","526244","585722"
"IN","6785442","6789098","6813798","6832274","6862199","TNCCB","196881","181720","195116"
"IN","6785442","6789098","6813798","6832274","6862199","TNICB","976455","887417","932104"
"IN","6785442","6789098","6813798","6832274","6862199","TNRCB","296309","282046","282418"
"IN","6785442","6789098","6813798","6832274","6862199","TNTXB","2042383","1877427","1995359"
"IN","6785442","6789098","6813798","6832274","6862199","TPOPP","6731","6789","6814"
"IN","6785442","6789098","6813798","6832274","6862199","UOICB","3362","4914","1310"
"IN","6785442","6789098","6813798","6832274","6862199","USICB","0","0","0"
"IN","6785442","6789098","6813798","6832274","6862199","WDCCB","1870","1993","2167"
"IN","6785442","6789098","6813798","6832274","6862199","WDEIB","0","0","0"
"IN","6785442","6789098","6813798","6832274","6862199","WDGBP","0","0","0"
"IN","6785442","6789098","6813798","6832274","6862199","WDICB","5612","5612","5612"
"IN","6785442","6789098","6813798","6832274","6862199","WDRCB","12955","11142","12079"
"IN","6785442","6789098","6813798","6832274","6862199","WDTCB","20438","18747","19858"
"IN","6785442","6789098","6813798","6832274","6862199","WSCCB","3125","3339","3286"
"IN","6785442","6789098","6813798","6832274","6862199","WSEIB","4508","4363","4167"
"IN","6785442","6789098","6813798","6832274","6862199","WSGBP","71","72","72"
"IN","6785442","6789098","6813798","6832274","6862199","WSICB","8120","9121","9273"
"IN","6785442","6789098","6813798","6832274","6862199","WSTCB","15754","16823","16726"
"IN","6785442","6789098","6813798","6832274","6862199","WWCCB","4995","5332","5453"
"IN","6785442","6789098","6813798","6832274","6862199","WWEIB","4508","4363","4167"
"IN","6785442","6789098","6813798","6832274","6862199","WWICB","13732","14734","14885"
"IN","6785442","6789098","6813798","6832274","6862199","WWTCB","36191","35570","36584"
"IN","6785442","6789098","6813798","6832274","6862199","WWTXB","31683","31208","32417"
"IN","6785442","6789098","6813798","6832274","6862199","WXICB","550","486","622"
"IN","6785442","6789098","6813798","6832274","6862199","WYCCB","0","0","0"
"IN","6785442","6789098","6813798","6832274","6862199","WYEGB","55316","55123","69487"
"IN","6785442","6789098","6813798","6832274","6862199","WYGBP","2310","2940","3453"
"IN","6785442","6789098","6813798","6832274","6862199","WYICB","0","0","0"
"IN","6785442","6789098","6813798","6832274","6862199","WYTCB","55316","55123","69487"
"IN","6785442","6789098","6813798","6832274","6862199","WYTXB","0","0","0"
"IN","6785442","6789098","6813798","6832274","6862199","ZWCDP","1007","919","1030"
"IN","6785442","6789098","6813798","6832274","6862199","ZWHDP","5725","5278","5274"
"KS","2937835","2938124","2937946","2936716","2940546","ABICB","-26","-18","-19"
"KS","2937835","2938124","2937946","2936716","2940546","ARICB","5624","6773","8005"
"KS","2937835","2938124","2937946","2936716","2940546","ARTCB","5624","6773","8005"
"KS","2937835","2938124","2937946","2936716","2940546","ARTXB","5624","6773","8005"
"KS","2937835","2938124","2937946","2936716","2940546","AVACB","309","261","294"
"KS","2937835","2938124","2937946","2936716","2940546","AVTCB","309","261","294"
"KS","2937835","2938124","2937946","2936716","2940546","AVTXB","309","261","294"
"KS","2937835","2938124","2937946","2936716","2940546","B1ACB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","B1TCB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","BDACB","2522","3283","2679"
"KS","2937835","2938124","2937946","2936716","2940546","BDLCB","44","104","110"
"KS","2937835","2938124","2937946","2936716","2940546","BDTCB","2522","3283","2679"
"KS","2937835","2938124","2937946","2936716","2940546","BFLCB","28448","28156","27983"
"KS","2937835","2938124","2937946","2936716","2940546","BFTCB","41765","41338","40771"
"KS","2937835","2938124","2937946","2936716","2940546","BMTCB","49489","48314","47137"
"KS","2937835","2938124","2937946","2936716","2940546","BQICB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","BQTCB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","BTGBP","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","BYICB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","BYTCB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","CLACB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","CLCCB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","CLEIB","195954","192557","217821"
"KS","2937835","2938124","2937946","2936716","2940546","CLGBP","4679","4522","4525"
"KS","2937835","2938124","2937946","2936716","2940546","CLICB","1824","1222","1210"
"KS","2937835","2938124","2937946","2936716","2940546","CLKCB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","CLOCB","1824","1222","1210"
"KS","2937835","2938124","2937946","2936716","2940546","CLRCB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","CLTCB","197779","193779","219031"
"KS","2937835","2938124","2937946","2936716","2940546","CLTXB","1824","1222","1210"
"KS","2937835","2938124","2937946","2936716","2940546","COICB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","DFACB","97484","88176","89728"
"KS","2937835","2938124","2937946","2936716","2940546","DFCCB","1858","2297","1944"
"KS","2937835","2938124","2937946","2936716","2940546","DFEIB","1009","1018","2094"
"KS","2937835","2938124","2937946","2936716","2940546","DFICB","27525","33302","28298"
"KS","2937835","2938124","2937946","2936716","2940546","DFRCB","18","16","18"
"KS","2937835","2938124","2937946","2936716","2940546","DFTCB","127894","124809","122082"
"KS","2937835","2938124","2937946","2936716","2940546","DFTXB","126885","123791","119988"
"KS","2937835","2938124","2937946","2936716","2940546","DKEIB","1009","1018","2094"
"KS","2937835","2938124","2937946","2936716","2940546","DMTCB","124198","121206","120476"
"KS","2937835","2938124","2937946","2936716","2940546","ELEXB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","ELGBP","16232","16981","18432"
"KS","2937835","2938124","2937946","2936716","2940546","ELIMB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","ELISB","-76787","-131568","-141996"
"KS","2937835","2938124","2937946","2936716","2940546","ELNIB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","EMACB","10277","9379","9590"
"KS","2937835","2938124","2937946","2936716","2940546","EMCCB","201","202","205"
"KS","2937835","2938124","2937946","2936716","2940546","EMICB","318","319","315"
"KS","2937835","2938124","2937946","2936716","2940546","EMLCB","28403","28052","27873"
"KS","2937835","2938124","2937946","2936716","2940546","EMTCB","10795","9900","10109"
"KS","2937835","2938124","2937946","2936716","2940546","EQICB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","EQTCB","0","0","0"
"KS","2937835","2938124","2937946","2936716","2940546","ESACB","0","0","0"
