"st_abbreviation","2019","2020","2021","2022","2023","code","btu_2019","btu_2020","btu_2021"
"MO","6154889","6154426","6170393","6177168","6196156","MSICB","868","822","823"
"MO","6154889","6154426","6170393","6177168","6196156","NAICB","0","0","0"
"MO","6154889","6154426","6170393","6177168","6196156","NGACB","8769","5129","4709"
"MO","6154889","6154426","6170393","6177168","6196156","NGCCB","69388","61739","63762"
"MO","6154889","6154426","6170393","6177168","6196156","NGEIB","69801","69883","56132"
"MO","6154889","6154426","6170393","6177168","6196156","NGGBP","6055","5897","5812"
"MO","6154889","6154426","6170393","6177168","6196156","NGICB","66857","65027","65720"
"MO","6154889","6154426","6170393","6177168","6196156","NGRCB","112985","102172","103569"
"MO","6154889","6154426","6170393","6177168","6196156","NGTCB","327798","303950","293893"
"MO","6154889","6154426","6170393","6177168","6196156","NGTPB","53.4","49.4","47.6"
"MO","6154889","6154426","6170393","6177168","6196156","NGTXB","257998","234067","237760"
"MO","6154889","6154426","6170393","6177168","6196156","NNTCB","327798","303949","293874"
"MO","6154889","6154426","6170393","6177168","6196156","NUEGB","95961","80874","44839"
"MO","6154889","6154426","6170393","6177168","6196156","NUETB","95961","80874","44839"
"MO","6154889","6154426","6170393","6177168","6196156","NUGBP","1190","1247","1247"
"MO","6154889","6154426","6170393","6177168","6196156","OHICB","0","0","0"
"MO","6154889","6154426","6170393","6177168","6196156","OJGBP","0","0","0"
"MO","6154889","6154426","6170393","6177168","6196156","OMTCB","3013","2756","2745"
"MO","6154889","6154426","6170393","6177168","6196156","OPACB","0","0","2338"
"MO","6154889","6154426","6170393","6177168","6196156","OPICB","3013","2756","2745"
"MO","6154889","6154426","6170393","6177168","6196156","OPTCB","3013","2756","5083"
"MO","6154889","6154426","6170393","6177168","6196156","OPTXB","3013","2756","5083"
"MO","6154889","6154426","6170393","6177168","6196156","OTGBP","0","0","0"
"MO","6154889","6154426","6170393","6177168","6196156","P1ICB","25299","29552","25658"
"MO","6154889","6154426","6170393","6177168","6196156","P1TCB","28651","32642","31139"
"MO","6154889","6154426","6170393","6177168","6196156","P1TXB","28651","32642","31139"
"MO","6154889","6154426","6170393","6177168","6196156","PAACB","558687","506126","543486"
"MO","6154889","6154426","6170393","6177168","6196156","PACCB","14840","15721","18201"
"MO","6154889","6154426","6170393","6177168","6196156","PAEIB","1205","1054","2782"
"MO","6154889","6154426","6170393","6177168","6196156","PAGBP","1106","1095","1113"
"MO","6154889","6154426","6170393","6177168","6196156","PAICB","59296","67669","62145"
"MO","6154889","6154426","6170393","6177168","6196156","PARCB","19822","15416","13733"
"MO","6154889","6154426","6170393","6177168","6196156","PATCB","653850","605987","640347"
"MO","6154889","6154426","6170393","6177168","6196156","PATPB","106.5","98.5","103.8"
"MO","6154889","6154426","6170393","6177168","6196156","PATXB","652645","604933","637565"
"MO","6154889","6154426","6170393","6177168","6196156","PCCCB","0","0","0"
"MO","6154889","6154426","6170393","6177168","6196156","PCEIB","0","0","0"
"MO","6154889","6154426","6170393","6177168","6196156","PCICB","8136","4865","5900"
"MO","6154889","6154426","6170393","6177168","6196156","PCTCB","8136","4865","5900"
"MO","6154889","6154426","6170393","6177168","6196156","PCTXB","8136","4865","5900"
"MO","6154889","6154426","6170393","6177168","6196156","PLICB","0","0","0"
"MO","6154889","6154426","6170393","6177168","6196156","PMTCB","622101","576090","609448"
"MO","6154889","6154426","6170393","6177168","6196156","PPICB","0","0","0"
"MO","6154889","6154426","6170393","6177168","6196156","PPTCB","0","0","0"
"MO","6154889","6154426","6170393","6177168","6196156","PQACB","182","66","162"
"MO","6154889","6154426","6170393","6177168","6196156","PQCCB","4309","5706","7313"
"MO","6154889","6154426","6170393","6177168","6196156","PQICB","4087","4775","4276"
"MO","6154889","6154426","6170393","6177168","6196156","PQRCB","19709","15328","13508"
"MO","6154889","6154426","6170393","6177168","6196156","PQTCB","28288","25874","25259"
"MO","6154889","6154426","6170393","6177168","6196156","PQTXB","28288","25874","25259"
"MO","6154889","6154426","6170393","6177168","6196156","PYICB","0","0","0"
"MO","6154889","6154426","6170393","6177168","6196156","PYTCB","0","0","0"
"MO","6154889","6154426","6170393","6177168","6196156","REACB","28621","27698","29089"
"MO","6154889","6154426","6170393","6177168","6196156","RECCB","5504","5860","5669"
"MO","6154889","6154426","6170393","6177168","6196156","REEIB","46993","47699","74656"
"MO","6154889","6154426","6170393","6177168","6196156","REGBP","1579","2609","2761"
"MO","6154889","6154426","6170393","6177168","6196156","REICB","19083","18095","18185"
"MO","6154889","6154426","6170393","6177168","6196156","RERCB","21273","18233","17209"
"MO","6154889","6154426","6170393","6177168","6196156","RETCB","121475","117585","144808"
"MO","6154889","6154426","6170393","6177168","6196156","RFACB","0","0","1"
"MO","6154889","6154426","6170393","6177168","6196156","RFCCB","0","0","0"
"MO","6154889","6154426","6170393","6177168","6196156","RFEIB","0","0","0"
"MO","6154889","6154426","6170393","6177168","6196156","RFICB","0","30","6"
"MO","6154889","6154426","6170393","6177168","6196156","RFTCB","0","30","7"
"MO","6154889","6154426","6170393","6177168","6196156","RFTXB","0","30","7"
"MO","6154889","6154426","6170393","6177168","6196156","SFCCB","0","0","4"
"MO","6154889","6154426","6170393","6177168","6196156","SFEIB","0","0","4"
"MO","6154889","6154426","6170393","6177168","6196156","SFINB","0","0","4"
"MO","6154889","6154426","6170393","6177168","6196156","SFRCB","0","0","7"
"MO","6154889","6154426","6170393","6177168","6196156","SFTCB","0","0","19"
"MO","6154889","6154426","6170393","6177168","6196156","SGICB","0","0","0"
"MO","6154889","6154426","6170393","6177168","6196156","SNICB","1791","1622","1522"
"MO","6154889","6154426","6170393","6177168","6196156","SOCCB","1204","1388","1524"
"MO","6154889","6154426","6170393","6177168","6196156","SOEGB","877","878","1023"
"MO","6154889","6154426","6170393","6177168","6196156","SOGBP","62","64","76"
"MO","6154889","6154426","6170393","6177168","6196156","SOICB","54","64","88"
"MO","6154889","6154426","6170393","6177168","6196156","SORCB","1396","1745","2254"
"MO","6154889","6154426","6170393","6177168","6196156","SOTCB","3531","4074","4889"
"MO","6154889","6154426","6170393","6177168","6196156","SOTXB","2654","3196","3866"
"MO","6154889","6154426","6170393","6177168","6196156","TEACB","567704","511472","548414"
"MO","6154889","6154426","6170393","6177168","6196156","TEAPB","92.5","83.1","88.9"
"MO","6154889","6154426","6170393","6177168","6196156","TECCB","407476","379533","394668"
"MO","6154889","6154426","6170393","6177168","6196156","TECPB","66.4","61.7","64"
"MO","6154889","6154426","6170393","6177168","6196156","TEEIB","780053","732512","773671"
"MO","6154889","6154426","6170393","6177168","6196156","TEICB","300573","304814","305306"
"MO","6154889","6154426","6170393","6177168","6196156","TEIPB","48.9","49.5","49.5"
"MO","6154889","6154426","6170393","6177168","6196156","TERCB","530747","506892","512571"
"MO","6154889","6154426","6170393","6177168","6196156","TERPB","86.4","82.4","83.1"
"MO","6154889","6154426","6170393","6177168","6196156","TETCB","1804164","1701313","1759960"
"MO","6154889","6154426","6170393","6177168","6196156","TETGR","6.21","6.02","5.95"
"MO","6154889","6154426","6170393","6177168","6196156","TETPB","293.8","276.5","285.3"
"MO","6154889","6154426","6170393","6177168","6196156","TETXB","1806500","1702710","1760958"
"MO","6154889","6154426","6170393","6177168","6196156","TNACB","567536","511325","548265"
"MO","6154889","6154426","6170393","6177168","6196156","TNCCB","192283","178288","186321"
"MO","6154889","6154426","6170393","6177168","6196156","TNICB","207665","212417","211246"
"MO","6154889","6154426","6170393","6177168","6196156","TNRCB","275859","255072","256204"
"MO","6154889","6154426","6170393","6177168","6196156","TNTXB","1243342","1157101","1202036"
"MO","6154889","6154426","6170393","6177168","6196156","TPOPP","6140","6154","6170"
"MO","6154889","6154426","6170393","6177168","6196156","UOICB","0","0","0"
"MO","6154889","6154426","6170393","6177168","6196156","USICB","0","0","0"
"MO","6154889","6154426","6170393","6177168","6196156","WDCCB","3831","3999","3662"
"MO","6154889","6154426","6170393","6177168","6196156","WDEIB","0","0","0"
"MO","6154889","6154426","6170393","6177168","6196156","WDGBP","0","0","0"
"MO","6154889","6154426","6170393","6177168","6196156","WDICB","764","764","764"
"MO","6154889","6154426","6170393","6177168","6196156","WDRCB","19524","16136","14602"
"MO","6154889","6154426","6170393","6177168","6196156","WDTCB","24119","20899","19028"
"MO","6154889","6154426","6170393","6177168","6196156","WSCCB","0","0","0"
"MO","6154889","6154426","6170393","6177168","6196156","WSEIB","963","1017","832"
"MO","6154889","6154426","6170393","6177168","6196156","WSGBP","14","14","14"
"MO","6154889","6154426","6170393","6177168","6196156","WSICB","2983","3081","2349"
"MO","6154889","6154426","6170393","6177168","6196156","WSTCB","3946","4099","3180"
"MO","6154889","6154426","6170393","6177168","6196156","WWCCB","3831","3999","3662"
"MO","6154889","6154426","6170393","6177168","6196156","WWEIB","963","1017","832"
"MO","6154889","6154426","6170393","6177168","6196156","WWICB","3747","3845","3113"
"MO","6154889","6154426","6170393","6177168","6196156","WWTCB","28065","24998","22209"
"MO","6154889","6154426","6170393","6177168","6196156","WWTXB","27102","23981","21377"
"MO","6154889","6154426","6170393","6177168","6196156","WXICB","354","313","401"
"MO","6154889","6154426","6170393","6177168","6196156","WYCCB","0","0","0"
"MO","6154889","6154426","6170393","6177168","6196156","WYEGB","25432","29327","57790"
"MO","6154889","6154426","6170393","6177168","6196156","WYGBP","954","1982","2122"
"MO","6154889","6154426","6170393","6177168","6196156","WYICB","0","0","0"
"MO","6154889","6154426","6170393","6177168","6196156","WYTCB","25432","29327","57790"
"MO","6154889","6154426","6170393","6177168","6196156","WYTXB","0","0","0"
"MO","6154889","6154426","6170393","6177168","6196156","ZWCDP","1340","1223","1379"
"MO","6154889","6154426","6170393","6177168","6196156","ZWHDP","5172","4757","4638"
"MS","2961306","2958409","2949582","2938928","2939690","ABICB","-25","-17","-19"
"MS","2961306","2958409","2949582","2938928","2939690","ARICB","5599","8857","11473"
"MS","2961306","2958409","2949582","2938928","2939690","ARTCB","5599","8857","11473"
"MS","2961306","2958409","2949582","2938928","2939690","ARTXB","5599","8857","11473"
"MS","2961306","2958409","2949582","2938928","2939690","AVACB","219","264","321"
"MS","2961306","2958409","2949582","2938928","2939690","AVTCB","219","264","321"
"MS","2961306","2958409","2949582","2938928","2939690","AVTXB","219","264","321"
"MS","2961306","2958409","2949582","2938928","2939690","B1ACB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","B1TCB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","BDACB","4172","4280","2899"
"MS","2961306","2958409","2949582","2938928","2939690","BDLCB","79","44","32"
"MS","2961306","2958409","2949582","2938928","2939690","BDTCB","4172","4280","2899"
"MS","2961306","2958409","2949582","2938928","2939690","BFLCB","79","44","32"
"MS","2961306","2958409","2949582","2938928","2939690","BFTCB","17826","16585","16492"
"MS","2961306","2958409","2949582","2938928","2939690","BMTCB","66173","63866","64065"
"MS","2961306","2958409","2949582","2938928","2939690","BQICB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","BQTCB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","BTGBP","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","BYICB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","BYTCB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","CLACB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","CLCCB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","CLEIB","50463","51940","62254"
"MS","2961306","2958409","2949582","2938928","2939690","CLGBP","1444","1444","1444"
"MS","2961306","2958409","2949582","2938928","2939690","CLICB","565","2247","2191"
"MS","2961306","2958409","2949582","2938928","2939690","CLKCB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","CLOCB","565","2247","2191"
"MS","2961306","2958409","2949582","2938928","2939690","CLRCB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","CLTCB","51028","54188","64446"
"MS","2961306","2958409","2949582","2938928","2939690","CLTXB","565","2247","2191"
"MS","2961306","2958409","2949582","2938928","2939690","COICB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","DFACB","106273","102594","103239"
"MS","2961306","2958409","2949582","2938928","2939690","DFCCB","3142","3621","3339"
"MS","2961306","2958409","2949582","2938928","2939690","DFEIB","137","66","68"
"MS","2961306","2958409","2949582","2938928","2939690","DFICB","15694","15868","14902"
"MS","2961306","2958409","2949582","2938928","2939690","DFRCB","0","0","1"
"MS","2961306","2958409","2949582","2938928","2939690","DFTCB","125247","122148","121548"
"MS","2961306","2958409","2949582","2938928","2939690","DFTXB","125110","122083","121480"
"MS","2961306","2958409","2949582","2938928","2939690","DKEIB","137","66","68"
"MS","2961306","2958409","2949582","2938928","2939690","DMTCB","121188","117900","119680"
"MS","2961306","2958409","2949582","2938928","2939690","ELEXB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","ELGBP","14541","14603","14605"
"MS","2961306","2958409","2949582","2938928","2939690","ELIMB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","ELISB","-109477","-132842","-133711"
"MS","2961306","2958409","2949582","2938928","2939690","ELNIB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","EMACB","13292","11986","13273"
"MS","2961306","2958409","2949582","2938928","2939690","EMCCB","158","153","161"
"MS","2961306","2958409","2949582","2938928","2939690","EMICB","124","121","127"
"MS","2961306","2958409","2949582","2938928","2939690","EMLCB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","EMTCB","13574","12261","13562"
"MS","2961306","2958409","2949582","2938928","2939690","EQICB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","EQTCB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","ESACB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","ESCCB","48583","44988","46663"
"MS","2961306","2958409","2949582","2938928","2939690","ESICB","54572","52211","53805"
"MS","2961306","2958409","2949582","2938928","2939690","ESRCB","63865","61398","63361"
"MS","2961306","2958409","2949582","2938928","2939690","ESTCB","167021","158597","163828"
"MS","2961306","2958409","2949582","2938928","2939690","ESTXB","167021","158597","163828"
"MS","2961306","2958409","2949582","2938928","2939690","EYICB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","EYTCB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","FFGBP","12618","12680","12763"
"MS","2961306","2958409","2949582","2938928","2939690","FFTCB","1017908","1034113","1026804"
"MS","2961306","2958409","2949582","2938928","2939690","FNICB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","FOICB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","FSICB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","GDPRV","114234.4","115123.4","127307.7"
"MS","2961306","2958409","2949582","2938928","2939690","GDPRX","100983","100527","104354"
"MS","2961306","2958409","2949582","2938928","2939690","GECCB","741","741","741"
"MS","2961306","2958409","2949582","2938928","2939690","GEEGB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","GEGBP","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","GEICB","42","42","42"
"MS","2961306","2958409","2949582","2938928","2939690","GERCB","175","175","175"
"MS","2961306","2958409","2949582","2938928","2939690","GETCB","958","958","958"
"MS","2961306","2958409","2949582","2938928","2939690","GETXB","958","958","958"
"MS","2961306","2958409","2949582","2938928","2939690","HLACB","55","265","283"
"MS","2961306","2958409","2949582","2938928","2939690","HLCCB","1647","2033","1924"
"MS","2961306","2958409","2949582","2938928","2939690","HLICB","2918","2353","3070"
"MS","2961306","2958409","2949582","2938928","2939690","HLRCB","5878","5000","5332"
"MS","2961306","2958409","2949582","2938928","2939690","HLTCB","10498","9652","10608"
"MS","2961306","2958409","2949582","2938928","2939690","HLTXB","10498","9652","10608"
"MS","2961306","2958409","2949582","2938928","2939690","HPGBP","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","HVGBP","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","HYCCB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","HYEGB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","HYICB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","HYTCB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","HYTXB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","IQICB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","IQTCB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","IYICB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","IYTCB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","JFACB","6508","6104","6363"
"MS","2961306","2958409","2949582","2938928","2939690","JFTCB","6508","6104","6363"
"MS","2961306","2958409","2949582","2938928","2939690","JFTXB","6508","6104","6363"
"MS","2961306","2958409","2949582","2938928","2939690","KSCCB","5","10","3"
"MS","2961306","2958409","2949582","2938928","2939690","KSICB","0","0","2"
"MS","2961306","2958409","2949582","2938928","2939690","KSRCB","8","8","10"
"MS","2961306","2958409","2949582","2938928","2939690","KSTCB","13","18","15"
"MS","2961306","2958409","2949582","2938928","2939690","KSTXB","13","18","15"
"MS","2961306","2958409","2949582","2938928","2939690","LOACB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","LOCCB","76843","66645","72622"
"MS","2961306","2958409","2949582","2938928","2939690","LOICB","86316","77345","83737"
"MS","2961306","2958409","2949582","2938928","2939690","LORCB","101014","90955","98608"
"MS","2961306","2958409","2949582","2938928","2939690","LOTCB","264173","234945","254967"
"MS","2961306","2958409","2949582","2938928","2939690","LOTXB","264173","234945","254967"
"MS","2961306","2958409","2949582","2938928","2939690","LUACB","1838","1717","1708"
"MS","2961306","2958409","2949582","2938928","2939690","LUICB","730","722","746"
"MS","2961306","2958409","2949582","2938928","2939690","LUTCB","2569","2439","2454"
"MS","2961306","2958409","2949582","2938928","2939690","LUTXB","2569","2439","2454"
"MS","2961306","2958409","2949582","2938928","2939690","MBICB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","MGACB","202829","189486","200899"
"MS","2961306","2958409","2949582","2938928","2939690","MGCCB","2413","2425","2444"
"MS","2961306","2958409","2949582","2938928","2939690","MGICB","1899","1915","1920"
"MS","2961306","2958409","2949582","2938928","2939690","MGTCB","207141","193826","205264"
"MS","2961306","2958409","2949582","2938928","2939690","MGTXB","207141","193826","205264"
"MS","2961306","2958409","2949582","2938928","2939690","MMTCB","193567","181565","191702"
"MS","2961306","2958409","2949582","2938928","2939690","MSICB","324","307","307"
"MS","2961306","2958409","2949582","2938928","2939690","NAICB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","NGACB","28741","30901","33818"
"MS","2961306","2958409","2949582","2938928","2939690","NGCCB","20978","18821","19810"
"MS","2961306","2958409","2949582","2938928","2939690","NGEIB","371871","402896","363344"
"MS","2961306","2958409","2949582","2938928","2939690","NGGBP","11165","11227","11310"
"MS","2961306","2958409","2949582","2938928","2939690","NGICB","138394","136521","138097"
"MS","2961306","2958409","2949582","2938928","2939690","NGRCB","23816","21172","21854"
"MS","2961306","2958409","2949582","2938928","2939690","NGTCB","583800","610312","576923"
"MS","2961306","2958409","2949582","2938928","2939690","NGTPB","196","206.3","195.6"
"MS","2961306","2958409","2949582","2938928","2939690","NGTXB","211928","207416","213579"
"MS","2961306","2958409","2949582","2938928","2939690","NNTCB","583800","610312","576923"
"MS","2961306","2958409","2949582","2938928","2939690","NUEGB","115202","67595","122971"
"MS","2961306","2958409","2949582","2938928","2939690","NUETB","115202","67595","122971"
"MS","2961306","2958409","2949582","2938928","2939690","NUGBP","1401","1401","1401"
"MS","2961306","2958409","2949582","2938928","2939690","OHICB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","OJGBP","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","OMTCB","35696","35527","34969"
"MS","2961306","2958409","2949582","2938928","2939690","OPACB","0","0","1669"
"MS","2961306","2958409","2949582","2938928","2939690","OPICB","35696","35527","34969"
"MS","2961306","2958409","2949582","2938928","2939690","OPTCB","35696","35527","36638"
"MS","2961306","2958409","2949582","2938928","2939690","OPTXB","35696","35527","36638"
"MS","2961306","2958409","2949582","2938928","2939690","OTGBP","1","1","1"
"MS","2961306","2958409","2949582","2938928","2939690","P1ICB","47702","51286","52754"
"MS","2961306","2958409","2949582","2938928","2939690","P1TCB","49773","53286","56466"
"MS","2961306","2958409","2949582","2938928","2939690","P1TXB","49773","53286","56466"
"MS","2961306","2958409","2949582","2938928","2939690","PAACB","319267","301535","316766"
"MS","2961306","2958409","2949582","2938928","2939690","PACCB","7207","8089","7710"
"MS","2961306","2958409","2949582","2938928","2939690","PAEIB","137","66","68"
"MS","2961306","2958409","2949582","2938928","2939690","PAGBP","9","9","9"
"MS","2961306","2958409","2949582","2938928","2939690","PAICB","68216","71425","72648"
"MS","2961306","2958409","2949582","2938928","2939690","PARCB","5886","5009","5342"
"MS","2961306","2958409","2949582","2938928","2939690","PATCB","400713","386123","402534"
"MS","2961306","2958409","2949582","2938928","2939690","PATPB","134.5","130.5","136.5"
"MS","2961306","2958409","2949582","2938928","2939690","PATXB","400576","386058","402467"
"MS","2961306","2958409","2949582","2938928","2939690","PCCCB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","PCEIB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","PCICB","5677","6180","5564"
"MS","2961306","2958409","2949582","2938928","2939690","PCTCB","5677","6180","5564"
"MS","2961306","2958409","2949582","2938928","2939690","PCTXB","5677","6180","5564"
"MS","2961306","2958409","2949582","2938928","2939690","PLICB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","PMTCB","383081","369614","385435"
"MS","2961306","2958409","2949582","2938928","2939690","PPICB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","PPTCB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","PQACB","55","265","283"
"MS","2961306","2958409","2949582","2938928","2939690","PQCCB","1647","2033","1924"
"MS","2961306","2958409","2949582","2938928","2939690","PQICB","2918","2353","3070"
"MS","2961306","2958409","2949582","2938928","2939690","PQRCB","5878","5000","5332"
"MS","2961306","2958409","2949582","2938928","2939690","PQTCB","10498","9652","10608"
"MS","2961306","2958409","2949582","2938928","2939690","PQTXB","10498","9652","10608"
"MS","2961306","2958409","2949582","2938928","2939690","PYICB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","PYTCB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","REACB","17464","16266","16172"
"MS","2961306","2958409","2949582","2938928","2939690","RECCB","1196","1162","1152"
"MS","2961306","2958409","2949582","2938928","2939690","REEIB","3000","3886","3870"
"MS","2961306","2958409","2949582","2938928","2939690","REGBP","521","521","440"
"MS","2961306","2958409","2949582","2938928","2939690","REICB","46662","46063","46461"
"MS","2961306","2958409","2949582","2938928","2939690","RERCB","1815","1363","1286"
"MS","2961306","2958409","2949582","2938928","2939690","RETCB","70136","68741","68941"
"MS","2961306","2958409","2949582","2938928","2939690","RFACB","1543","1105","2284"
"MS","2961306","2958409","2949582","2938928","2939690","RFCCB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","RFEIB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","RFICB","2","2","2"
"MS","2961306","2958409","2949582","2938928","2939690","RFTCB","1546","1107","2286"
"MS","2961306","2958409","2949582","2938928","2939690","RFTXB","1546","1107","2286"
"MS","2961306","2958409","2949582","2938928","2939690","SFCCB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","SFEIB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","SFINB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","SFRCB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","SFTCB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","SGICB","32220","30776","33264"
"MS","2961306","2958409","2949582","2938928","2939690","SNICB","184","166","156"
"MS","2961306","2958409","2949582","2938928","2939690","SOCCB","69","68","65"
"MS","2961306","2958409","2949582","2938928","2939690","SOEGB","2869","3771","3758"
"MS","2961306","2958409","2949582","2938928","2939690","SOGBP","218","218","219"
"MS","2961306","2958409","2949582","2938928","2939690","SOICB","5","4","6"
"MS","2961306","2958409","2949582","2938928","2939690","SORCB","63","74","88"
"MS","2961306","2958409","2949582","2938928","2939690","SOTCB","3005","3916","3917"
"MS","2961306","2958409","2949582","2938928","2939690","SOTXB","137","145","159"
"MS","2961306","2958409","2949582","2938928","2939690","TEACB","348008","332437","350584"
"MS","2961306","2958409","2949582","2938928","2939690","TEAPB","116.9","112.4","118.9"
"MS","2961306","2958409","2949582","2938928","2939690","TECCB","154649","139551","147795"
"MS","2961306","2958409","2949582","2938928","2939690","TECPB","51.9","47.2","50.1"
"MS","2961306","2958409","2949582","2938928","2939690","TEEIB","540671","526384","552507"
"MS","2961306","2958409","2949582","2938928","2939690","TEICB","394600","385690","396812"
"MS","2961306","2958409","2949582","2938928","2939690","TEIPB","132.5","130.4","134.5"
"MS","2961306","2958409","2949582","2938928","2939690","TERCB","196396","179899","190451"
"MS","2961306","2958409","2949582","2938928","2939690","TERPB","65.9","60.8","64.6"
"MS","2961306","2958409","2949582","2938928","2939690","TETCB","1093769","1037607","1085004"
"MS","2961306","2958409","2949582","2938928","2939690","TETGR","10.83","10.32","10.4"
"MS","2961306","2958409","2949582","2938928","2939690","TETPB","367.3","350.8","367.8"
"MS","2961306","2958409","2949582","2938928","2939690","TETXB","1093654","1037577","1085643"
"MS","2961306","2958409","2949582","2938928","2939690","TNACB","348008","332437","350584"
"MS","2961306","2958409","2949582","2938928","2939690","TNCCB","77806","72906","75173"
"MS","2961306","2958409","2949582","2938928","2939690","TNICB","308285","308345","313075"
"MS","2961306","2958409","2949582","2938928","2939690","TNRCB","95382","88943","91843"
"MS","2961306","2958409","2949582","2938928","2939690","TNTXB","829481","802632","830676"
"MS","2961306","2958409","2949582","2938928","2939690","TPOPP","2978","2958","2950"
"MS","2961306","2958409","2949582","2938928","2939690","UOICB","2856","4174","1105"
"MS","2961306","2958409","2949582","2938928","2939690","USICB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","WDCCB","228","199","184"
"MS","2961306","2958409","2949582","2938928","2939690","WDEIB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","WDGBP","301","301","219"
"MS","2961306","2958409","2949582","2938928","2939690","WDICB","44980","44502","45015"
"MS","2961306","2958409","2949582","2938928","2939690","WDRCB","1576","1114","1023"
"MS","2961306","2958409","2949582","2938928","2939690","WDTCB","46784","45815","46222"
"MS","2961306","2958409","2949582","2938928","2939690","WSCCB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","WSEIB","131","116","112"
"MS","2961306","2958409","2949582","2938928","2939690","WSGBP","2","2","2"
"MS","2961306","2958409","2949582","2938928","2939690","WSICB","1432","1350","1239"
"MS","2961306","2958409","2949582","2938928","2939690","WSTCB","1563","1466","1351"
"MS","2961306","2958409","2949582","2938928","2939690","WWCCB","228","199","184"
"MS","2961306","2958409","2949582","2938928","2939690","WWEIB","131","116","112"
"MS","2961306","2958409","2949582","2938928","2939690","WWICB","46412","45852","46254"
"MS","2961306","2958409","2949582","2938928","2939690","WWTCB","48347","47281","47573"
"MS","2961306","2958409","2949582","2938928","2939690","WWTXB","48215","47166","47461"
"MS","2961306","2958409","2949582","2938928","2939690","WXICB","138","122","156"
"MS","2961306","2958409","2949582","2938928","2939690","WYCCB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","WYEGB","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","WYGBP","0","0","0"
"MS","2961306","2958409","2949582","2938928","2939690","WYICB","0","0","0"
